article_id,article_version,icd10_noncovered_group,"paragraph",last_updated
56389,36,1,"",2025-08-21 14:33:52.977000000
56390,11,1,"",2023-01-10 14:47:11.910000000
56391,37,1,"<p>N/A</p>",2025-12-24 19:58:22.113000000
56394,27,1,"<p>N/A</p>",2025-01-23 15:03:40.273000000
56395,17,1,"<p>N/A</p>",2024-08-21 18:36:38.737000000
56396,11,1,"",2023-01-17 15:54:04.957000000
56414,41,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 13:53:43.580000000
56416,42,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 13:54:34.277000000
56419,20,1,"",2023-04-10 13:11:15.753000000
56420,16,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>
<p>Refer to the NCDs for the procedure code list of ICD-10-CM codes that are considered non-covered or do not support medical necessity at:</p>
<p>https://www.cms.gov/Medicare/Coverage/CoverageGenInfo/LabNCDsICD10.html</p>",2023-01-20 12:04:01.653000000
56421,40,1,"",2025-11-10 12:56:31.890000000
56422,50,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2026-01-23 14:06:35.090000000
56423,59,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2026-01-23 14:07:25.720000000
56425,16,1,"",2025-11-26 22:39:00.900000000
56431,6,1,"",2021-02-25 20:08:16.843000000
56432,22,1,"",2025-08-18 13:17:41.597000000
56439,18,1,"",2025-10-31 20:58:09.350000000
56448,22,1,"",2025-11-26 22:37:21.037000000
56451,26,1,"",2025-09-30 23:46:17.300000000
56452,21,1,"<p><span style=""display: inline !important; float: none; background-color: #ffffff; color: #000000; font-family: Verdana,Arial,Helvetica,sans-serif; font-size: 14px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"">Use of any ICD-10-CM code not listed in the ""ICD-10-CM Codes that Support Medical Necessity"" section of the <span style=""display: inline !important; float: none; background-color: #ffffff; color: #000000; font-family: Verdana,Arial,Helvetica,sans-serif; font-size: 14px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; line-height: 115%; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"">local coverage policy L33952 Cardiac Event Detection.</span> In addition, the following ICD-10-CM codes are specifically listed as not supporting medical necessity for emphasis, and to avoid any provider errors.</span></p>",2025-11-26 22:40:29.743000000
56453,12,1,"",2025-09-18 20:06:24.213000000
56454,11,1,"",2025-01-31 19:17:58.140000000
56455,11,1,"",2025-01-31 19:27:42.040000000
56456,30,1,"",2025-12-26 14:19:46.213000000
56457,14,1,"",2025-09-18 20:18:24.717000000
56459,28,1,"",2025-10-30 14:22:07.763000000
56460,13,1,"",2025-01-31 16:56:12.320000000
56461,25,1,"",2025-09-17 17:32:27.697000000
56462,30,1,"",2025-02-25 17:23:50.840000000
56464,34,1,"",2025-09-17 17:39:55.057000000
56465,15,1,"",2025-03-18 15:40:35.360000000
56467,12,1,"",2025-03-18 15:44:50.590000000
56471,17,1,"",2025-01-31 19:02:27.950000000
56472,22,1,"",2025-09-17 17:45:57.163000000
56476,35,1,"<p><p style=""line-height: normal;"">All other ICD-10-CM codes not listed under <strong><em>ICD-10-CM Codes that Support Medical Necessity</em></strong> will be denied as not medically necessary.</p></p>",2025-08-14 14:47:40.487000000
56491,25,1,"<p><p style=""line-height: 12.35pt; border: none; padding: 0in;"">Any ICD-10-CM code not listed in Group 1 ""ICD-10 Codes that Support Medical Necessity"" section.</p></p>",2025-03-18 16:49:18.977000000
56493,13,1,"",2025-10-31 20:50:57.683000000
56494,15,1,"",2025-01-31 19:11:48.213000000
56497,20,1,"",2021-02-09 13:54:19.220000000
56500,39,1,"",2025-10-31 21:03:26.787000000
56502,8,1,"",2023-11-20 14:21:05.543000000
56503,12,1,"",2024-12-17 16:47:50.030000000
56505,37,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-01-24 13:49:32.480000000
56514,25,1,"<p>N/A</p>",2025-03-24 15:55:10.413000000
56518,26,1,"<p>N/A</p>",2024-03-15 16:08:02.277000000
56531,19,1,"<p><p style=""line-height: normal;"">All other ICD-10-CM codes not listed under <em><strong>Covered ICD-10-CM Codes</strong> </em>will be denied as not medically necessary.</p></p>",2024-08-12 18:11:49.900000000
56537,40,1,"",2025-09-15 17:47:48.777000000
56538,27,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity"" section of this article.</p>",2025-09-26 13:55:14.540000000
56541,40,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-01-19 13:04:01.880000000
56542,18,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 17:08:21.037000000
56544,27,1,"",2025-09-15 17:40:08.833000000
56545,14,1,"",2024-11-13 14:10:50.180000000
56548,19,1,"",2025-09-15 17:41:12.493000000
56549,12,1,"",2019-09-11 17:42:04.943000000
56550,11,1,"",2019-09-11 17:48:25.797000000
56551,33,1,"",2025-09-15 17:52:45.737000000
56558,86,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-11-26 13:34:39.083000000
56559,26,1,"",2025-08-13 21:55:28.297000000
56562,33,1,"",2024-08-08 18:59:19.533000000
56565,19,1,"<p>All other ICD-10-CM codes not listed under <em><strong>ICD-10-CM Codes that Support Medical Necessity</strong></em> will be denied as not medically necessary.</p>",2025-10-31 15:30:21.390000000
56566,41,1,"<p>The following ICD-10-CM Codes do not support the medical necessity for the CPT/HCPCS code 97035.</p>",2025-12-22 16:40:06.690000000
56572,22,1,"<p>N/A</p>",2024-06-04 13:39:36.793000000
56580,30,1,"",2025-08-14 18:31:24.143000000
56584,14,1,"",2023-07-06 14:41:36.993000000
56587,43,1,"<p>N/A</p>",2025-01-24 17:36:21.933000000
56588,27,1,"<p><p style=""line-height: 12.35pt; border: none; padding: 0in;"">Any ICD-10-CM code not listed in Group 1 ""ICD-10 Codes that Support Medical Necessity"" section.</p></p>",2024-09-23 10:43:36.490000000
56594,13,1,"",2025-03-18 17:14:01.600000000
56602,39,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-01-24 13:51:56.533000000
56605,22,1,"<p><span style=""line-height: 115%;"">All other ICD-10-CM codes not listed under <strong><em>ICD-10-CM Codes that Support Medical Necessity</em></strong> will be denied as not medically necessary.</span></p>",2025-12-22 15:47:49.233000000
56606,19,1,"<p><span style=""line-height: 115%;"">Use of any ICD-10-CM code not listed in the</span> <em><strong>ICD-10-CM Codes that Support Medical Necessity</strong></em> section of this article will be denied. In addition, the following ICD-10-CM codes are specifically listed as not supporting medical necessity for emphasis, and to avoid any provider errors.</p>",2024-12-17 17:20:51.237000000
56607,19,1,"",2025-08-21 14:15:21.233000000
56609,17,1,"",2024-02-13 22:15:19.587000000
56610,13,1,"",2023-11-06 15:53:06.320000000
56611,15,1,"",2025-08-14 16:11:19.967000000
56612,33,1,"",2025-08-20 18:07:58.530000000
56613,17,1,"",2025-08-14 16:13:19.427000000
56614,23,1,"",2025-04-09 14:26:15.097000000
56615,36,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 13:56:52.033000000
56616,11,1,"",2024-12-13 15:16:30.800000000
56617,25,1,"<p>N/A</p>",2023-12-19 12:47:27.633000000
56619,33,1,"<p><p style=""line-height: normal;"">All diagnoses not listed in the <em><strong>ICD-10-CM Codes that Support Medical Necessity</strong></em>.</p></p>",2025-08-20 14:53:39.647000000
56621,26,1,"",2025-08-14 12:30:34.833000000
56625,36,1,"<p><p style=""line-height: normal;"">All other ICD-10-CM codes not listed under <em><strong>ICD-10-CM Codes that Support Medical Necessity</strong></em> will be denied as not medically necessary.</p></p>",2025-08-19 15:00:56.523000000
56631,19,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2023-10-20 11:53:02.127000000
56632,31,1,"",2025-08-14 17:16:05.250000000
56633,47,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2023-11-09 23:50:23.160000000
56636,20,1,"",2025-10-22 18:51:30.470000000
56638,37,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-07-09 18:47:28.147000000
56639,20,1,"",2025-08-14 13:23:36.920000000
56640,16,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2019-09-06 18:27:01.233000000
56641,18,1,"",2025-08-14 13:58:38.317000000
56642,47,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-07-09 18:46:28.777000000
56644,29,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 14:04:44.463000000
56645,48,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity"" section of this article.</p>",2024-10-18 13:49:41.540000000
56646,23,1,"<p>All other ICD-10 codes not listed under ICD-10 Codes that Support Medical Necessity will be denied as not medically necessary.</p>",2025-08-21 14:10:47.790000000
56647,32,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2023-11-09 23:51:49.990000000
56648,19,1,"<p>N/A</p>",2023-10-19 18:16:12.090000000
56651,36,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2023-11-09 11:41:10.693000000
56653,15,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-05-31 13:36:54.793000000
56658,38,1,"<p>The following ICD-10-CM codes are non-covered when billed with <strong>any </strong>CPT<sup>&reg;</sup>/HCPCS or ICD-10-PCS codes, not just those included in this article.</p>",2025-11-10 12:57:00.263000000
56666,19,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2023-01-20 12:03:14.290000000
56669,16,1,"",2024-07-23 15:40:31.990000000
56670,58,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-09-13 13:11:16.690000000
56672,16,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that are Covered&rdquo; section of this article.</p>",2024-10-18 12:45:49.783000000
56673,14,1,"",2024-12-13 15:17:19.287000000
56674,11,1,"",2025-04-09 14:28:58.423000000
56675,25,1,"",2024-09-05 14:29:00.780000000
56679,9,1,"",2024-08-22 14:02:01.990000000
56680,44,1,"",2025-10-24 13:18:49.610000000
56681,34,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity"" section of this article.</p>",2023-11-09 11:38:02.847000000
56682,49,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-10-03 12:28:16.143000000
56684,17,1,"<p><p style=""line-height: normal;"">All other codes not listed under <strong><em>Covered ICD-10 Codes</em></strong></p></p>",2025-09-12 14:35:09.817000000
56685,17,1,"<p><span style=""line-height: 115%;"">Any ICD-10-CM code that is not listed in the&nbsp;<em><strong>ICD-10 Codes that Support Medical Necessity </strong></em><span style=""line-height: 115%;"">section of this Billing and Coding: Partial Hospitalization Programs A56685 article.</span></span></p>",2024-08-26 14:04:31.783000000
56686,16,1,"",2024-12-17 17:34:19.740000000
56690,17,1,"",2024-12-17 19:11:39.453000000
56691,28,1,"<p><p style=""line-height: normal;"">All ICD-10 codes not listed under <em><strong>ICD-10-CM Codes that Support Medical Necessity</strong></em> will be denied as not medically necessary.</p></p>",2025-08-14 13:49:01.390000000
56692,18,1,"",2025-09-19 13:03:58.020000000
56695,24,1,"",2025-08-25 13:18:59.287000000
56696,35,1,"",2025-08-29 17:08:45.380000000
56697,44,1,"",2025-10-31 21:11:16.600000000
56703,17,1,"",2024-06-24 12:34:08.020000000
56704,10,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity"" section of this article.</p>",2022-03-04 13:36:36.360000000
56717,31,1,"",2025-08-19 10:55:46.200000000
56718,33,1,"",2025-08-25 13:33:06.997000000
56722,23,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.&nbsp;</p>",2025-09-26 17:44:06.763000000
56724,5,1,"",2019-10-09 15:05:14.900000000
56726,42,1,"",2025-09-16 20:15:36.120000000
56727,21,1,"",2025-08-18 15:58:46.757000000
56729,21,1,"",2025-08-25 14:13:16.363000000
56730,23,1,"",2025-08-22 15:24:22.677000000
56731,16,1,"",2023-12-27 19:22:55.583000000
56732,15,1,"",2023-12-20 18:54:10.737000000
56737,30,1,"",2024-09-18 13:08:04.543000000
56743,25,1,"",2025-12-22 18:35:48.693000000
56747,28,1,"",2025-07-10 20:15:48.190000000
56748,29,1,"",2025-08-20 14:04:19.783000000
56754,4,1,"",2019-09-26 17:24:10.570000000
56756,20,1,"",2023-11-03 14:52:04.710000000
56758,61,1,"<p>N/A</p>",2025-09-18 11:59:12.213000000
56766,24,1,"",2025-09-17 16:21:02.100000000
56767,28,1,"<p>ICD10 codes not listed above</p>",2025-12-22 13:59:34.553000000
56769,18,1,"",2025-08-14 15:14:16.007000000
56771,25,1,"",2024-09-17 12:35:02.720000000
56773,30,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 13:57:38.907000000
56774,22,1,"",2025-08-14 11:51:30.897000000
56775,24,1,"",2025-08-25 13:56:09.820000000
56777,12,1,"",2024-02-19 14:55:32.627000000
56779,18,1,"",2025-09-18 12:10:36.080000000
56781,36,1,"",2025-09-15 17:49:30.240000000
56784,18,1,"",2024-08-12 15:21:11.433000000
56786,67,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>
<p>&nbsp;</p>",2026-01-23 13:42:32.037000000
56787,23,1,"",2023-09-21 18:53:52.447000000
56792,11,1,"<p style=""line-height: normal;"">Any ICD-10-CM code that is not listed under the <em><strong>ICD-10-CM Codes that Support Medical Necessity</strong></em>&nbsp;section of this article.</p>",2023-08-07 14:15:22.340000000
56793,34,1,"",2025-08-01 18:16:49.240000000
56795,34,1,"",2025-04-23 19:27:48.853000000
56796,31,1,"<p>All those not listed under the ""ICD-10 Codes that Support Medical Necessity"" section of this article.</p>",2026-01-23 13:44:56.300000000
56797,17,1,"",2025-12-22 13:57:20.157000000
56798,28,1,"",2025-07-29 15:17:55.200000000
56799,29,1,"",2025-10-30 14:19:07.397000000
56802,18,1,"",2025-09-26 22:16:17.193000000
56805,41,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 17:13:56.063000000
56808,15,1,"",2025-09-26 22:12:16.487000000
56809,20,1,"",2025-08-29 17:15:28.437000000
56811,13,1,"",2025-09-19 13:08:35.977000000
56816,15,1,"",2025-01-31 19:38:16.300000000
56818,50,1,"",2025-08-22 12:14:26.340000000
56823,19,1,"<p>N/A</p>",2025-12-22 14:02:11.087000000
56825,20,1,"",2025-08-14 15:48:50.693000000
56826,11,1,"<p>N/A</p>",2019-11-01 14:09:38.060000000
56827,16,1,"<p>Any diagnosis not listed above.</p>
<p>&nbsp;</p>",2025-09-15 17:38:34.510000000
56836,17,1,"",2025-04-30 17:13:13.320000000
56837,17,1,"<p>N/A</p>",2024-12-19 16:28:18.167000000
56838,13,1,"",2024-05-21 14:16:40.230000000
56841,18,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that support Medical Necessity&rdquo; section of this article.</p>",2023-10-20 11:51:58.707000000
56844,25,1,"<p>N/A</p>",2025-09-17 16:48:39.430000000
56845,11,1,"<p><span style=""line-height: 107%;"">The correct use of an ICD-10-CM code does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in&nbsp;the related determination. </span></p>",2025-09-15 17:50:38.300000000
56848,16,1,"",2025-01-24 13:54:22.790000000
56850,32,1,"",2024-12-19 12:51:51.280000000
56852,22,1,"<p><span style=""line-height: 115%;"">All ICD-10-CM codes not listed in this article under <em><strong>ICD-10-CM Codes That Support Medical Necessity</strong></em> above.</span></p>",2025-08-13 19:37:59.060000000
56853,97,1,"",2026-01-12 15:39:31.010000000
56857,7,1,"",2021-06-30 12:24:42.633000000
56859,7,1,"",2021-02-02 17:28:11.640000000
56863,14,1,"",2023-11-20 14:45:57.277000000
56865,28,1,"<p>The following diagnoses (as a primary diagnosis and without a covered psychiatric diagnosis also on the claim) indicate a level of mental disorder for which inpatient treatment is not required. There may be rare exceptions to exclusion from coverage for the following diagnoses. Documentation in the medical record must provide clear rationale for the exception to exclusion.</p>",2024-09-19 20:58:15.300000000
56866,18,1,"<p><span style=""line-height: 115%; background: white;"">Any ICD-10-CM code not listed under </span><strong><em><span style=""line-height: 115%;"">ICD-10 Codes that Support Medical Necessity</span></em></strong><span style=""line-height: 115%; background: white;""> <strong><em>Group 1 </em></strong>section.</span></p>",2024-09-24 14:32:53.347000000
56867,42,1,"<p><span style=""line-height: 107%;"">Any diagnosis code not listed above does not support medical necessity</span></p>",2025-10-17 13:05:27.530000000
56868,30,1,"",2025-08-22 19:20:58.030000000
56869,12,1,"",2024-12-17 20:18:35.433000000
56870,7,1,"",2021-11-16 13:03:11.440000000
56871,19,1,"",2024-12-16 20:11:02.070000000
56872,10,1,"",2023-07-21 15:01:18.913000000
56874,28,1,"",2024-12-19 16:40:08.760000000
56875,11,1,"",2021-09-09 12:14:43.160000000
56876,18,1,"",2023-12-28 16:40:58.763000000
56881,10,1,"",2025-08-01 00:19:51.083000000
56884,13,1,"<p>N/A</p>",2023-11-08 17:11:56.903000000
56885,14,1,"",2023-11-10 16:46:18.927000000
56887,11,1,"",2023-11-15 12:11:45.753000000
56898,15,1,"",2021-06-15 12:08:48.140000000
56899,11,1,"",2024-10-31 13:10:46.870000000
56900,23,1,"<p>N/A</p>",2025-09-17 17:04:38.810000000
56902,50,1,"<p>N/A</p>",2026-01-22 20:17:24.243000000
56903,15,1,"",2025-06-18 17:23:39.057000000
56905,20,1,"",2026-01-22 19:48:02.263000000
56906,13,1,"",2022-06-20 12:58:59.453000000
56907,24,1,"",2025-12-24 18:56:25.083000000
56908,19,1,"<p>N/A</p>",2025-12-24 17:44:45.240000000
56910,9,1,"",2025-07-16 16:14:38.430000000
56913,13,1,"",2023-07-07 13:48:57.560000000
56914,19,1,"<p>N/A</p>",2026-01-22 19:51:10.130000000
56915,33,1,"",2026-01-22 20:13:24.997000000
56916,31,1,"<p>N/A</p>",2025-09-18 19:28:11.943000000
56923,16,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2023-01-20 12:08:35.473000000
56924,11,1,"",2023-07-03 13:03:52.717000000
56926,16,1,"",2025-07-31 18:55:04.847000000
56929,15,1,"",2023-09-14 20:07:55.937000000
56933,9,1,"",2022-10-10 12:44:24.140000000
56937,42,1,"<p>Severe and profound intellectual disabilities (ICD-10-CM codes F72, F73, and F79) are never covered for psychotherapy services or psychoanalysis (CPT codes 90832-90840, 90845-90849 and 90853). In such cases, rehabilitative, evaluation and management (E/M) codes should be reported.</p>",2025-12-22 18:17:02.680000000
56938,46,1,"<p>All those not listed under the ""ICD-10 Codes that Support Medical Necessity"" section of this article.</p>",2022-01-14 13:50:48.237000000
56940,11,1,"",2025-02-06 19:27:32.880000000
56941,7,1,"",2021-10-07 11:42:28.957000000
56943,17,1,"",2025-08-22 15:02:46.623000000
56948,23,1,"",2025-08-18 19:13:33.280000000
56949,7,1,"",2021-04-15 12:17:13.287000000
56952,50,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2026-01-23 14:15:11.643000000
56953,25,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2022-01-14 13:57:32.400000000
56954,5,1,"",2022-10-18 16:39:08.010000000
56957,9,1,"",2021-12-22 16:14:23.927000000
56961,18,1,"",2025-10-17 11:34:05.890000000
56962,8,1,"",2021-09-09 12:21:17.093000000
56963,12,1,"",2021-09-29 12:07:10.610000000
56973,67,1,"",2026-01-12 13:13:52.190000000
56980,12,1,"",2025-06-11 12:08:10.700000000
56981,16,1,"",2023-11-08 18:29:32.513000000
56982,15,1,"",2025-06-11 12:09:59.020000000
56983,12,1,"",2024-08-14 19:41:57.133000000
56985,15,1,"",2023-11-08 18:39:49.490000000
56988,17,1,"",2025-11-26 22:42:01.763000000
56989,11,1,"",2023-11-08 16:59:19.877000000
56995,15,1,"<p>All other ICD-10-CM codes not listed under <strong><em>ICD-10-CM Codes that Support Medical Necessity</em></strong> will be denied as not medically necessary.</p>",2024-02-28 14:33:00.520000000
56997,18,1,"",2025-04-30 19:24:05.873000000
56998,10,1,"",2023-11-15 12:09:43.410000000
57020,5,1,"",2023-11-20 14:53:05.463000000
57021,19,1,"",2024-01-29 16:47:57.770000000
57024,15,1,"",2024-03-01 16:07:09.060000000
57025,21,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-01-24 13:58:49.840000000
57029,10,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2022-10-28 13:23:02.813000000
57030,10,1,"",2020-09-24 18:45:51.213000000
57034,11,1,"",2024-11-08 16:17:10.473000000
57037,24,1,"<p>N/A</p>",2025-08-22 13:16:38.600000000
57038,16,1,"",2025-08-29 17:00:59.740000000
57039,9,1,"",2025-08-29 16:39:28.110000000
57040,25,1,"",2025-07-29 15:15:00.877000000
57041,20,1,"",2025-09-18 17:21:07.227000000
57043,23,1,"",2025-09-18 18:06:38.530000000
57044,21,1,"",2026-01-12 19:06:54.713000000
57047,11,1,"",2023-12-29 17:47:55.463000000
57049,12,1,"<p>N/A</p>",2025-02-21 19:49:18.923000000
57050,12,1,"",2025-03-28 21:09:08.057000000
57052,17,1,"",2025-03-28 21:30:44.190000000
57053,21,1,"",2025-03-28 21:33:23.567000000
57054,11,1,"",2025-03-28 21:36:36.523000000
57056,44,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-10-03 12:29:24.943000000
57060,11,1,"",2025-09-15 17:51:31.920000000
57063,29,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 17:19:13.157000000
57064,9,1,"<p>N/A</p>",2024-09-13 13:30:31.723000000
57065,30,1,"",2025-10-30 14:18:22.037000000
57067,32,1,"<p>The following ICD-10-CM Codes do not support the medical necessity for the CPT/HCPCS code 97035.<br /><br /></p>",2025-11-20 15:17:09.457000000
57068,16,1,"",2025-09-18 18:21:28.173000000
57069,24,1,"<p><strong>Use of any ICD-10-CM code not listed in the ""ICD-10-CM Codes that Support Medical Necessity"" section of this LCD will be denied. In addition, the following ICD-10-CM codes are specifically listed as not supporting medical necessity for emphasis for indocyanine green angiography, and to avoid any provider errors.</strong></p>",2026-01-08 13:04:37.680000000
57070,15,1,"",2025-05-23 19:06:31.223000000
57071,35,1,"",2025-10-30 14:17:32.427000000
57072,17,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this policy.</p>",2023-06-29 17:20:47.960000000
57077,29,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-10-18 13:54:50.777000000
57079,13,1,"<p><strong><u>All</u></strong> ICD-10-CM codes not listed in this policy under ICD-10-CM Codes that Support Medical Necessity above.</p>",2025-12-22 13:27:44.587000000
57083,13,1,"",2025-11-14 12:34:06.917000000
57084,14,1,"<p>Not Applicable</p>",2023-11-16 19:34:05.417000000
57092,24,1,"<p>All those not listed under the ""ICD-10 Codes that are Covered"" section of this article.</p>",2025-10-09 13:05:38.677000000
57100,46,1,"",2026-01-22 14:55:35.067000000
57106,12,1,"<p>N/A</p>",2024-01-23 20:39:59.430000000
57110,17,1,"",2024-09-17 14:04:25.730000000
57112,11,1,"<p>N/A</p>",2024-06-18 13:50:35.733000000
57113,44,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2026-01-23 13:45:58.317000000
57114,16,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2026-01-23 13:49:43.620000000
57115,10,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2026-01-23 14:15:56.750000000
57118,3,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2019-10-02 17:03:59.180000000
57122,23,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-12-12 14:46:48.193000000
57123,61,1,"<p><br />All those not listed under the ""ICD-10-CM Codes that Support Medical Necessity"" section of this article.</p>",2025-09-26 17:05:46.420000000
57124,21,1,"<p>N/A</p>",2024-09-04 13:31:04.210000000
57125,22,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-10-18 13:43:39.673000000
57130,51,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 13:58:31.247000000
57132,19,1,"",2023-12-29 17:43:00.927000000
57141,42,1,"",2025-12-17 17:42:09.630000000
57143,3,1,"",2019-09-16 16:48:36.657000000
57145,32,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2026-01-23 14:16:53.753000000
57146,3,1,"",2019-09-16 16:49:40.010000000
57149,19,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this policy.</span></p>",2025-12-12 13:10:11.790000000
57152,2,1,"",2019-09-16 16:36:46.350000000
57155,15,1,"",2024-09-30 18:28:44.347000000
57160,9,1,"",2025-02-25 17:39:09.890000000
57161,22,1,"<p><strong><u>All</u></strong> ICD-10-CM codes <strong><u>not</u></strong> listed in this policy under ""ICD-10-CM Codes That Support Medical Necessity"".</p>",2025-12-22 15:21:38.433000000
57165,15,1,"",2025-10-27 17:47:50.490000000
57170,2,1,"",2019-09-16 18:17:46.007000000
57174,2,1,"",2019-09-16 19:16:54.673000000
57179,20,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-10-18 13:56:14.623000000
57181,37,1,"<p>All ICD-10-CM Codes not listed under the <em>ICD-10-CM Codes That Support Medical Necessity</em> section of this policy will be denied.</p>",2025-09-23 19:03:03.717000000
