article_id,article_version,hcpc_code_group,"paragraph",last_updated
56696,35,1,"<p>Note: Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>",2025-08-29 17:08:45.097000000
56696,35,2,"<p>HCPCS codes included in this list are FDA approved/ meeting necessary regulatory requirements for CTPs for chronic ulcer treatment as of publication. Each product has specific designated approved usage. This is not an all-inclusive list of CTPs as new products and HCPCS codes will be considered for coverage if meeting the regulatory requirements and criteria. Therefore, any HCPCS code that is not included in this list will not be separately reimbursed.</p>
<p>New codes Q4237, Q4238, and Q4239 are effective 07/01/2020</p>",2025-08-29 17:08:45.160000000
56697,44,1,"<p>Cerebrovascular Arterial Studies</p>",2025-10-31 21:11:10.693000000
56697,44,2,"<p>Transcranial Doppler</p>",2025-10-31 21:11:10.707000000
56697,44,3,"<p>Extremity Arterial Studies</p>",2025-10-31 21:11:10.720000000
56697,44,4,"<p>Extremity Venous Studies</p>",2025-10-31 21:11:10.747000000
56697,44,5,"<p>Visceral Vascular Studies</p>",2025-10-31 21:11:10.757000000
56697,44,6,"<p>Hemodialysis Access Studies</p>",2025-10-31 21:11:10.770000000
56697,44,7,"<p>Pre-surgical Conduit Mapping for Coronary Artery Bypass Graft Procedures (93930, 93931, 93970, and 93971)</p>",2025-10-31 21:11:10.783000000
56697,44,8,"<p>Pre-surgical Vein-Mapping for Peripheral Arterial Bypass (93970 and 93971)</p>",2025-10-31 21:11:10.800000000
56703,17,1,"",2024-06-24 12:34:07.810000000
56704,10,1,"",2022-03-04 13:36:36.297000000
56704,10,2,"",2022-03-04 13:36:36.307000000
56717,31,1,"",2025-08-19 10:55:44.037000000
56718,33,1,"",2025-08-25 13:33:06.210000000
56722,23,1,"<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>",2025-09-26 17:44:04.787000000
56724,5,1,"",2019-10-09 15:05:14.860000000
56726,42,1,"",2025-09-16 20:15:30.920000000
56727,21,1,"",2025-08-18 15:58:46.413000000
56729,21,1,"",2025-08-25 14:13:13.270000000
56730,23,1,"<p><span style=""line-height: 115%;"">CPT<sup>&reg;</sup> codes 94760, 94761, and 94762 are included in the critical care services listed in <em><strong>Group 2: Codes</strong></em>. These codes will not be paid separately when billed with a critical care code.</span></p>",2025-08-22 15:24:21.590000000
56730,23,2,"<p><p style=""line-height: normal;"">Critical Care Codes</p></p>",2025-08-22 15:24:21.623000000
56731,16,1,"",2023-12-27 19:22:55.420000000
56731,16,2,"<p><p style=""line-height: normal;""><strong>Note:</strong> Use of the following Physical Medicine and Rehabilitation CPT/HCPCS Codes for these treatments is inappropriate:</p></p>",2023-12-27 19:22:55.457000000
56732,15,1,"",2023-12-20 18:54:09.023000000
56737,30,1,"<p><p style=""line-height: normal;"">CPT code 75571 is not a covered service.</p></p>",2024-09-18 13:08:04.153000000
56743,25,1,"",2025-12-22 18:35:48.067000000
56747,28,1,"<p><p style=""line-height: normal;"">Part A billers should report HCPCS codes C8900-C8902 for MRA of the abdomen. CPT code 74185 applies only for Part B claims.</p></p>",2025-07-10 20:15:43.163000000
56747,28,2,"<p><span style=""line-height: 107%;""><strong>Non-covered services</strong></span></p>
<p><span style=""line-height: 107%;"">Effective 06/03/2010, CPT code 72159 has been replaced with HCPCS codes C8931, C8932, and C8933 and CPT code 73225 has been replaced with HCPCS codes C8934, C8935, and C8936 for ASC providers submitting claims to the carrier or Part B MAC and for providers subject to Outpatient Prospective Payment System (OPPS) submitting claims to the Part A MAC.</span></p>",2025-07-10 20:15:43.230000000
56748,29,1,"<p><p style=""line-height: normal;"">Effective for dates of service on or after January 1, 2016 through March 31, 2018 claims for Q5101 must use the ZA modifier (Q5101ZA). On or after April 1, 2018 no modifier is required to report Q5101.</p></p>",2025-08-20 14:04:13.623000000
56754,4,1,"",2019-09-26 17:24:10.533000000
56756,20,1,"<p><span style=""font-family: 'Verdana','sans-serif';""><span style=""color: #001000;"">As<span style=""font-size: 10.5pt; line-height: 115%; font-family: 'Verdana','sans-serif'; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: 'Times New Roman'; color: #333333; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;""> of July 1999, Home Health (HH) agencies must use the following HCPCS codes when billing for HH services provider under a plan of treatment. These services must report time spent with the patient in 15-minute increments.</span></span></span></p>",2023-11-03 14:52:03.363000000
56758,61,1,"<p><p style=""line-height: normal;""><strong>Cerebrovascular Arterial Studies</strong></p></p>",2025-09-18 11:59:03.630000000
56758,61,2,"<p><p style=""line-height: normal;""><strong>Transcranial Doppler Studies</strong></p></p>",2025-09-18 11:59:03.660000000
56758,61,3,"<p><p style=""line-height: normal;""><strong>Extremity Arterial Studies </strong></p></p>",2025-09-18 11:59:03.690000000
56758,61,4,"<p><span style=""line-height: 107%;""><strong>Extremity Venous Studies</strong></span></p>",2025-09-18 11:59:03.717000000
56758,61,5,"<p><p style=""line-height: normal;""><strong>Visceral Vascular Studies</strong></p></p>",2025-09-18 11:59:03.727000000
56758,61,6,"<p><p style=""line-height: normal;""><strong>Hemodialysis Access Studies</strong></p>
<p style=""line-height: normal;"">&nbsp;</p></p>",2025-09-18 11:59:03.747000000
56766,24,1,"<p>N/A</p>",2025-09-17 16:21:00
56767,28,1,"<p>N/A</p>",2025-12-22 13:59:33.460000000
56769,18,1,"<p>&nbsp;</p>
<p><span style=""line-height: 115%;"">&nbsp;</span></p>",2025-08-14 15:14:15.373000000
56771,25,1,"<p><span style=""line-height: 115%;""><span style=""line-height: 115%;""><strong>*NOTE:</strong> <strong>Technical component only:</strong> CPT<sup>&reg;</sup> code 95700 which is the code used to report set up and take down by the EEG technologist and CPT<sup><span style=""font-size: small;"">&reg;</span></sup> code 95705 can be reported only once per service.</span></span></p>
<p><span style=""line-height: 115%;"">&nbsp;</span></p>",2024-09-17 12:35:02.107000000
56771,25,2,"<p><strong><span style=""line-height: 115%;"">Professional component only</span></strong></p>",2024-09-17 12:35:02.120000000
56771,25,3,"<p><span style=""line-height: 115%;""><strong>*NOTE:</strong> <strong>A routine EEG</strong> must be performed prior to performing an ambulatory continuous EEG. A claim for the routine EEG must have been submitted to Medicare with a date of service (DOS) within 1 year of the DOS of the ambulatory EEG. </span></p>",2024-09-17 12:35:02.133000000
56773,30,1,"<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>",2025-09-26 13:57:32.593000000
56773,30,2,"<p>N/A</p>",2025-09-26 13:57:32.607000000
56773,30,3,"<p>N/A</p>",2025-09-26 13:57:32.627000000
56774,22,1,"<p><p style=""line-height: normal;"">CPT<sup>&reg;</sup> Code 92242 can only be billed with a single diagnosis if that diagnosis is a covered diagnosis for both CPT<sup>&reg;</sup> Code 92235 and CPT<sup>&reg;</sup> Code 92240. If the diagnosis to be billed for CPT<sup>&reg;</sup> 92242 is only a covered diagnosis for 1 of the 2 procedures encompassed in CPT<sup>&reg;</sup> 92242, the provider also needs to include a second diagnosis code on the claim that is a covered diagnosis for the other of the 2 studies in order to indicate that there exists a covered diagnosis for both studies included in CPT<sup>&reg;</sup> 92242.</p></p>",2025-08-14 11:51:29.500000000
56775,24,1,"",2025-08-25 13:56:04.930000000
56777,12,1,"<p style=""line-height: normal;""><strong>Total Hip Arthroplasty</strong></p>",2024-02-19 14:55:28.947000000
56777,12,2,"<p style=""line-height: normal;""><strong>Revision of Total Hip Arthroplasty</strong></p>",2024-02-19 14:55:28.967000000
56777,12,3,"<p><span style=""line-height: 115%;""><strong>Total Knee Arthroplasty</strong></span></p>",2024-02-19 14:55:29
56777,12,4,"<p style=""line-height: normal;""><strong>Revision of Total Knee Arthroplasty</strong></p>",2024-02-19 14:55:29.023000000
56779,18,1,"",2025-09-18 12:10:35.547000000
56781,36,1,"",2025-09-15 17:49:24.790000000
56781,36,2,"<p><p style=""line-height: normal;""><strong>These stress agents can be billed with stress test codes 93350, 93351, 93352, C8928, and C8930.</strong></p></p>",2025-09-15 17:49:24.867000000
56784,18,1,"<p>N/A</p>",2024-08-12 15:21:08.923000000
56786,67,1,"<p><strong>Note: </strong>Providers are reminded to refer to the long descriptors of the HCPCS codes in their HCPCS book.</p>
<p><strong>Intravenous formulations of immune globulin.</strong></p>
<p>When billing HCPCS code J1561 or J1569, append the JA modifier for the intravenous formulation.</p>
<p><strong>Report:</strong></p>
<p>HCPCS code J1566 for Injection intravenous, Carimune NF and Gammagard S/D</p>",2026-01-23 13:42:31.570000000
56786,67,2,"<p><strong><br />Subcutaneous formulations of immune globulin.</strong></p>
<p>When billing HCPCS code J1561 or J1569, append the JB modifier for the subcutaneous formulation.</p>",2026-01-23 13:42:31.600000000
56787,23,1,"<p>N/A</p>",2023-09-21 18:53:49.317000000
56792,11,1,"",2023-08-07 14:15:22.310000000
56793,34,1,"<p><p style=""line-height: normal;"">CPT code 81450, or 81451 Targeted Genomic Sequence Analysis Panel, hematolymphoid neoplasm or disorder, DNA analysis, and RNA analysis when performed, 5-50 genes, or <span style=""line-height: 107%;"">DNA analysis, and RNA analysis 51 or greater genes </span>CPT code 81455 or&nbsp; 81456 may be used as long as the panel contains, at a minimum, 5 or more gene tests for molecular biomarkers determined to meet Medicare coverage criteria as listed above.&nbsp;</p></p>",2025-08-01 18:16:49.020000000
56795,34,1,"<p><strong>J0881, J0885, and Q5106 Must have a valid modifier - EA, EB, or EC</strong></p>",2025-04-23 19:27:45.400000000
56795,34,2,"<p><strong>Non-covered CPT/HCPCS Codes</strong></p>",2025-04-23 19:27:45.440000000
56796,31,1,"<p><strong>Note</strong>: Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>
<p><strong>Total Hip Arthroplasty</strong></p>",2026-01-23 13:44:53.943000000
56796,31,2,"<p><strong>Total Knee Arthroplasty</strong></p>",2026-01-23 13:44:53.960000000
56797,17,1,"",2025-12-22 13:57:20.107000000
56798,28,1,"",2025-07-29 15:17:54.247000000
56799,29,1,"",2025-10-30 14:19:04.017000000
56802,18,1,"<p>CPT codes 51772 and 51795 were deleted 12/31/2009.</p>",2025-09-26 22:16:16.457000000
56805,41,1,"<p>Note: Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book. <br /><br />MRA of the Head and Neck</p>",2025-09-26 17:13:53.860000000
56805,41,2,"<p>MRA of the Peripheral Arteries of Lower Extremities</p>",2025-09-26 17:13:53.880000000
56805,41,3,"<p>MRA of the Abdomen and Pelvis</p>",2025-09-26 17:13:53.897000000
56805,41,4,"<p>MRA of the Chest</p>",2025-09-26 17:13:53.923000000
56808,15,1,"",2025-09-26 22:12:16.457000000
56809,20,1,"",2025-08-29 17:15:27.207000000
56811,13,1,"",2025-09-19 13:08:35.813000000
56816,15,1,"",2025-01-31 19:38:16.140000000
56818,50,1,"",2025-08-22 12:14:24.120000000
56823,19,1,"<p>Claims for percutaneous coronary intervention must include the appropriate modifiers to identify which vessel is undergoing a specific procedure. The modifiers are RC: right coronary artery, LC: left circumflex coronary artery, LD: left anterior descending coronary artery, LM: left main coronary artery, and RI: ramus intermedius.</p>
<p>HCPCS codes C9600-C9608 are only billable to the intermediary or Part A MAC.</p>",2025-12-22 14:02:10.703000000
56825,20,1,"",2025-08-14 15:48:46.857000000
56826,11,1,"<p>N/A</p>",2019-11-01 14:09:37.927000000
56827,16,1,"<p>N/A</p>",2025-09-15 17:38:34.090000000
56836,17,1,"",2025-04-30 17:13:11.807000000
56837,17,1,"<p>N/A</p>",2024-12-19 16:28:17.767000000
56838,13,1,"",2024-05-21 14:16:40.167000000
56841,18,1,"<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>",2023-10-20 11:51:57.257000000
56844,25,1,"<p><span style=""line-height: 107%;"">CPT codes 86001 and 86005 are not covered services. </span></p>",2025-09-17 16:48:38.230000000
56845,11,1,"",2025-09-15 17:50:38.277000000
56848,16,1,"<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>",2025-01-24 13:54:16.313000000
56850,32,1,"",2024-12-19 12:51:50.530000000
56852,22,1,"<p><span style=""line-height: 115%;"">&nbsp;</span></p>",2025-08-13 19:37:56.920000000
56853,97,1,"<p><span style=""line-height: 115%;"">The codes listed below fall within scope of the associated policy but do not automatically imply coverage. </span></p>",2026-01-12 15:39:29.617000000
56853,97,2,"<p><p style=""line-height: normal;"">For DNA/RNA based testing that use CPT<sup>&reg;</sup> code 87999 a Z-code is required for claims submission. Any remaining molecular microbiology tests that are non-FDA approved/cleared services/tests also require a Z-code for claims submission.</p>
<p style=""line-height: normal;"">&nbsp;</p></p>",2026-01-12 15:39:30.920000000
56857,7,1,"",2021-06-30 12:24:42.623000000
56859,7,1,"<p><strong>The following codes are not covered:</strong></p>",2021-02-02 17:28:11.623000000
56863,14,1,"",2023-11-20 14:45:57.233000000
56863,14,2,"<p><p style=""line-height: normal;""><strong>The CPT codes listed below are considered not medically necessary:</strong></p></p>",2023-11-20 14:45:57.240000000
56865,28,1,"<p>CPT coding does not apply.</p>",2024-09-19 20:58:14.560000000
56866,18,1,"<p><strong><span style=""line-height: 115%; background: white;"">Note: </span></strong><span style=""line-height: 115%; background: white;"">Providers are reminded to refer to the long descriptors of the CPT<sup>&reg;</sup> codes in their CPT<sup>&reg;</sup> book.</span></p>
<p><strong><span style=""line-height: 115%; background: white;""> </span></strong></p>
<p><span style=""line-height: 115%; background: white;"">The CPT<sup>&reg;</sup> codes in Group 1 are considered medically necessary when the <span style=""line-height: 115%; background: white;"">Indications of Coverage </span>are met. The 90-day global periods apply.</span></p>
<p><strong><span style=""line-height: 115%; background: white;""> </span></strong></p>
<p><span style=""line-height: 115%;"">See <strong>Cataract Surgery L34413 LCD</strong> and related <strong>Billing and Coding: Cataract Surgery A56613 Article</strong> for additional coverage indications and diagnoses.</span></p>",2024-09-24 14:32:53.067000000
56866,18,2,"<p><span style=""line-height: 115%; background: white;"">The CPT<sup>&reg;</sup> codes in Group 2: Codes are considered medically necessary when the Indications of Coverage are met. The 90-day global periods apply.</span></p>
<p><strong><span style=""line-height: 115%; background: white;""> </span></strong></p>
<p><span style=""line-height: 115%; background: white;"">Do not report 0671T in conjunction with 66989 or 66991.</span></p>",2024-09-24 14:32:53.173000000
56866,18,3,"<p><span style=""line-height: 115%; background: white;"">The following CPT<sup>&reg;</sup> codes are considered not medically reasonable and necessary (non-covered).</span></p>",2024-09-24 14:32:53.187000000
56867,42,1,"",2025-10-17 13:05:25.857000000
56868,30,1,"",2025-08-22 19:20:56.127000000
56869,12,1,"",2024-12-17 20:18:35.263000000
56869,12,2,"<p><span style=""line-height: 107%;"">All claims submitted with the following HCPCS codes which represent replacements for external components necessary for the function of cochlear implants must identify the side of the body where the existing cochlear implant is located. Otherwise the initial replacement part claim and all subsequent replacement part claims for an individual beneficiary will be rejected.</span></p>",2024-12-17 20:18:35.380000000
56870,7,1,"",2021-11-16 13:03:11.210000000
56871,19,1,"",2024-12-16 20:11:02.013000000
56872,10,1,"",2023-07-21 15:01:18.890000000
56874,28,1,"<p style=""line-height: normal;"">Stereotactic Radiosurgery (SRS)/SBRT (for Cranial Lesions only) Services</p>",2024-12-19 16:40:05.853000000
56874,28,2,"<p><span style=""line-height: 107%;"">Stereotactic Body Radiation Therapy (SBRT) Services</span></p>
<p>&nbsp;</p>",2024-12-19 16:40:06
56875,11,1,"",2021-09-09 12:14:43.130000000
56876,18,1,"<p><p style=""text-align: justify;"">N/A</p></p>",2023-12-28 16:40:58.530000000
56881,10,1,"",2025-08-01 00:19:51.050000000
56884,13,1,"<p>N/A&nbsp;<br></p>",2023-11-08 17:11:56.840000000
56885,14,1,"<p><strong>The following codes are not covered:</strong></p>",2023-11-10 16:46:18.887000000
56887,11,1,"<p>0045U</p>",2023-11-15 12:11:45.730000000
56898,15,1,"",2021-06-15 12:08:48.010000000
56899,11,1,"",2024-10-31 13:10:46.827000000
56900,23,1,"<p><strong>Covered codes</strong></p>",2025-09-17 17:04:26.157000000
56900,23,2,"<p><strong>Non-Covered codes</strong><br />The following procedure codes represent immunizations that are considered routine preventative immunizations, or they are not a disease entity endemic in the United States and therefore are not covered by Medicare:</p>",2025-09-17 17:04:27.540000000
56902,50,1,"<p>The following lists Category III services determined by WPS GHA to be reasonable and medically necessary. Coverage will only be allowed when the service is delivered in clinical situations meeting medical necessity. For services addressed in a separate LCD and associated Billing and Coding Article, all criteria addressed in that LCD and associated Billing and Coding Article must be met.</p>",2026-01-22 20:17:24.150000000
56902,50,2,"<p><strong>0075T and 0076T</strong><br />Please refer to the CPT Professional code book: use 0076T in conjunction with 0075T.</p>",2026-01-22 20:17:24.160000000
56902,50,3,"<p><strong>0308T</strong><br />Claims submitted by Part A providers and ambulatory surgical centers for device pass-through category C1840 must be billed with HCPCS code 0308T (insertion of ocular telescope prosthesis including removal of crystalline lens) to receive pass-through payment. Effective July 1, 2012.</p>",2026-01-22 20:17:24.170000000
56902,50,4,"<p><strong>0184T</strong></p>",2026-01-22 20:17:24.180000000
56902,50,5,"<p>The following CPT/HCPCS codes are non-covered</p>",2026-01-22 20:17:24.187000000
56903,15,1,"<p>NA</p>",2025-06-18 17:23:38.820000000
56903,15,2,"<p>Not Covered:</p>",2025-06-18 17:23:38.873000000
56905,20,1,"",2026-01-22 19:48:02.170000000
56906,13,1,"",2022-06-20 12:58:59.317000000
56907,24,1,"<p>Intravenous administration by infusion should be billed with procedure code 96365 for first hour and procedure code 96366 for each additional hour. If the administration is by IV push, use procedure code 96374.</p>",2025-12-24 18:56:23.457000000
56908,19,1,"<p>Blepharoplasty of the lower lid (CPT codes 15820, 15821) is generally considered cosmetic and will be denied as non-covered.</p>",2025-12-24 17:44:44.477000000
56910,9,1,"<p>CPT code 92145 is considered not medically necessary and will be automatically denied as a non-covered procedure.</p>",2025-07-16 16:14:38.390000000
56913,13,1,"",2023-07-07 13:48:57.513000000
56914,19,1,"<p>N/A</p>",2026-01-22 19:51:08.937000000
56915,33,1,"<p>N/A</p>",2026-01-22 20:13:23.053000000
56915,33,2,"<p><strong>The following CPT codes are Non-Covered by Medicare</strong></p>",2026-01-22 20:13:23.080000000
56916,31,1,"<p>Review Utilization Guidelines found in associated LCD for CPT Codes 92133 and 92134.</p>",2025-09-18 19:28:09.043000000
56923,16,1,"<p>&nbsp;</p>
<p><strong>Note</strong>: Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>",2023-01-20 12:08:35.127000000
56923,16,2,"<p>&nbsp;</p>
<p><strong>The following CPT/HCPCS code is&nbsp;NOT covered.</strong></p>",2023-01-20 12:08:35.160000000
56924,11,1,"",2023-07-03 13:03:52.657000000
56926,16,1,"",2025-07-31 18:55:04.733000000
56929,15,1,"",2023-09-14 20:07:55.903000000
56933,9,1,"",2022-10-10 12:44:24.113000000
56937,42,1,"<p><p style=""line-height: normal;"">CPT code 90863 is invalid for Medicare.</p></p>",2025-12-22 18:17:00.050000000
56938,46,1,"<p><strong>Note: </strong>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>",2022-01-14 13:50:48.137000000
56940,11,1,"",2025-02-06 19:27:32.837000000
56941,7,1,"",2021-10-07 11:42:28.803000000
56943,17,1,"<p>The following CPT<sup>&reg;</sup> codes are covered:</p>",2025-08-22 15:02:44.957000000
56948,23,1,"",2025-08-18 19:13:33.097000000
56949,7,1,"",2021-04-15 12:17:13.110000000
56952,50,1,"<p><br />Cardiovascular stress test; exercise and/or pharmacological stress<br /><br /><strong>Note</strong>: Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>",2026-01-23 14:15:06.553000000
56952,50,2,"<p><br />Echocardiography rest and stress</p>",2026-01-23 14:15:06.570000000
56952,50,3,"<p><br />Myocardial perfusion imaging, single photon emission computed tomography (MPI, SPECT) rest and/or stress</p>",2026-01-23 14:15:06.580000000
56952,50,4,"<p><br />Myocardial imaging, positron emission tomography (PET)</p>",2026-01-23 14:15:06.597000000
56952,50,5,"<p><br />Cardiac magnetic resonance imaging with stress imaging</p>",2026-01-23 14:15:06.620000000
56953,25,1,"<p><strong>Note</strong>: Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>",2022-01-14 13:57:32.360000000
56954,5,1,"",2022-10-18 16:39:07.963000000
56957,9,1,"",2021-12-22 16:14:23.913000000
56961,18,1,"",2025-10-17 11:34:05.803000000
56962,8,1,"",2021-09-09 12:21:17.027000000
56963,12,1,"",2021-09-29 12:07:10.580000000
56973,67,1,"<p>The codes listed below fall within scope of the associated policy but do not automatically imply coverage.</p>",2026-01-12 13:13:50.620000000
56973,67,2,"<p>Codes 81599 and 87999 require a Z-Code for DNA/RNA based testing. The remaining molecular microbiology tests, a Z-Code is only required for non-FDA approved/cleared services/tests.</p>
<p>&nbsp;</p>",2026-01-12 13:13:52.093000000
56980,12,1,"",2025-06-11 12:08:10.537000000
56981,16,1,"",2023-11-08 18:29:32.480000000
56982,15,1,"",2025-06-11 12:09:58.910000000
56983,12,1,"",2024-08-14 19:41:57.097000000
56985,15,1,"",2023-11-08 18:39:49.457000000
56988,17,1,"",2025-11-26 22:42:01.687000000
56989,11,1,"",2023-11-08 16:59:19.803000000
56995,15,1,"<p>Use of these codes does not guarantee reimbursement. The patient's medical record must document that the coverage criteria in the related LCD have been met.</p>",2024-02-28 14:33:00.240000000
56995,15,2,"",2024-02-28 14:33:00.280000000
56995,15,3,"",2024-02-28 14:33:00.287000000
56995,15,4,"<p>Unattended sleep studies: 95800, 95801, 95806 and G0398, G0399, and G0400</p>
<p><span style=""line-height: 115%;"">The technical component (TC) of HST and unattended sleep studies must be provided by an accredited sleep center or laboratory and meet the requirements of the LCD for coverage. The only exception would be the global billing (professional/technical components [PC/TC]) of HST by an office-based physician who meets the requirements under the Physician Training/Certification as noted in the LCD. In this case, the PC/TC for HST can be covered for the purpose of testing a patient for the diagnosis of OSA if the home sleep testing is reasonable and necessary for the diagnosis of the patient&rsquo;s condition as outlined in the LCD; and the office-based technician doing the patient instruction and HST scoring meet the training/credentialing requirements as outlined in the LCD. Under this circumstance, the physician would be the interpreter of the test and bill globally. In all other circumstances, the physician who is providing the PC of the HST must be identified specifically in the medical record as the interpreter of the test. It should be noted that per the related LCD, the laboratory physician must review the entire raw data recording for every patient studied. Raw data refers to data obtained directly from patient output to the acquisition device. All channels to and from the acquisition device must be physical channels and not derived, calculated, virtualized, or created by software to create channels for the purposes of the test and scoring of the raw data, i.e., a respiratory channel must be a physical channel to and from the acquisition device for the purpose of the test and scoring/analysis of the data. All raw/autoscored data must be scored/re-scored by an individual certified by the Board of Registered Polysomnographic Technologists as a Registered Polysomnographic Technologist (RPSGT), or equivalent, or by a polysomnographic technician under the supervision of a RPSGT, or equivalent, manually even if an autoscoring protocol is applied prior to manual scoring/analysis. The name of the scoring RPSGT, supervised polysomnographic technologist, or equivalent, as well as an indication the procedure was manually scored/analyzed must be on the scoring report or interpretation report indicating &ldquo;manually scored/analyzed&rdquo;. If these requirements of the LCD are not met, the procedure cannot be submitted for reimbursement.</span></p>",2024-02-28 14:33:00.300000000
56995,15,5,"<p>Noncovered</p>",2024-02-28 14:33:00.317000000
56997,18,1,"",2025-04-30 19:24:05.667000000
56998,10,1,"",2023-11-15 12:09:43.220000000
57020,5,1,"<p>The CPT codes&nbsp;below are listed for billing purposes, but coverage for these codes is defined by&nbsp;the provisions in the related LCD.</p>",2023-11-20 14:53:05.440000000
57021,19,1,"<p>Note: Providers are reminded to refer to the long descriptors of the CPT<sup>&reg;</sup>/HCPCS codes in their CPT<sup>&reg;</sup> book.</p>",2024-01-29 16:47:57.430000000
57021,19,2,"<p>CPT<sup>&reg;</sup> codes that DO NOT support reasonable and necessary criteria</p>",2024-01-29 16:47:57.443000000
57021,19,3,"<p>Other CPT<sup>&reg;</sup> codes related to this LCD</p>",2024-01-29 16:47:57.450000000
57024,15,1,"<p><strong>N/A</strong></p>",2024-03-01 16:07:08.877000000
57024,15,2,"<p>CPT 95999 should be used to report testing other than autonomic nervous system function testing. If a physician finds that this non-standardized component information of autonomic function testing (AFT) is useful in a patient assessment and clinical decision making given certain patient risks/signs/symptoms, this would be included in the physician&rsquo;s basic evaluation and management service and not separately covered. In addition, testing patients prior to the development of symptomatic autonomic neuropathy would be screening, and there is no such screening Medicare benefit with the absence of disease.</p>",2024-03-01 16:07:08.897000000
57025,21,1,"<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>",2025-01-24 13:58:48.503000000
57025,21,2,"",2025-01-24 13:58:48.567000000
57029,10,1,"<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>",2022-10-28 13:23:02.543000000
57030,10,1,"",2020-09-24 18:45:51.113000000
57034,11,1,"",2024-11-08 16:17:10.443000000
57037,24,1,"<p>The following CPT&reg; codes are covered:</p>",2026-01-12 13:44:32.317000000
57038,16,1,"",2025-08-29 17:00:59.187000000
57039,9,1,"",2025-08-29 16:39:28.063000000
57040,25,1,"",2025-07-29 15:14:59.233000000
57041,20,1,"",2025-09-18 17:21:05.047000000
57043,23,1,"<p>CPT codes 86001 and 86005 are not covered services.</p>",2025-09-18 18:06:36.417000000
57044,21,1,"",2026-01-12 19:06:53.970000000
57047,11,1,"",2023-12-29 17:47:55.437000000
57049,12,1,"<p>N/A</p>",2025-02-21 19:49:18.650000000
57049,12,2,"<p><b>Not Covered:</b></p>",2025-02-21 19:49:18.717000000
57050,12,1,"",2025-03-28 21:09:07.903000000
57052,17,1,"<p>CPT coding does not apply.</p>",2025-03-28 21:30:42.980000000
57053,21,1,"<p>Effective for dates of service on or after 01/01/2009, HCPCS codes G0410 and G0411 replace CPT codes 90853 and 90857 for PHP services. Effective for dates of service on or after 01/01/2009, CPT codes 90899 and 90849 are no long accepted as billable PHP codes.</p>",2025-03-28 21:33:22.390000000
57054,11,1,"",2025-03-28 21:36:36.327000000
57056,44,1,"<p><strong>Angiography</strong> of the arteries in the <strong>Abdomen, Pelvis, </strong>or<strong> Lower Extremity</strong> branches. <strong>Aortography</strong> of the arteries in the <strong>Abdomen</strong> with or without the <strong>Lower Extremity</strong> arteries.</p>
<p><strong>Note: </strong>Providers are reminded to refer to the long descriptors of the CPT/HCPCS codes in their CPT/HCPCS book.</p>
<p>The following CPT code associated with the services outlined in this Billing and Coding Article will not have diagnosis code limitations applied at this time: <strong>36200</strong>.</p>",2025-10-03 12:29:19.277000000
57056,44,2,"<p><strong>Angiography</strong> of the <strong>Renal</strong> arteries.</p>",2025-10-03 12:29:19.303000000
57056,44,3,"<p><strong>Aortography with or without Angiography</strong> of the arteries in the <strong>Abdomen</strong> and the <strong>Lower Extremities</strong>.</p>",2025-10-03 12:29:19.320000000
57056,44,4,"<p><strong>Angiography</strong> of the arteries in the <strong>Head, Neck, Chest, and Upper or Lower Extremities</strong>.</p>
<p>The following CPT codes associated with the services outlined in this Billing and Coding Article will not have diagnosis code limitations applied at this time: <strong>36140, 36200, </strong>and<strong> 36215</strong>.</p>",2025-10-03 12:29:19.333000000
57060,11,1,"",2025-09-15 17:51:30.720000000
57060,11,2,"<p>The CPT codes listed below are considered not medically necessary:</p>",2025-09-15 17:51:30.733000000
57063,29,1,"<p><strong>Note: </strong>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>",2025-09-26 17:19:10.993000000
57064,9,1,"<p><strong><span style=""line-height: 107%;""> Note: </span></strong><span style=""line-height: 107%;"">Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</span></p>",2024-09-13 13:30:07.767000000
57065,30,1,"",2025-10-30 14:18:17.030000000
