"article_id","article_version","article_type","code_table_row","brand_name","eff_date","end_date","comments","hcpc_code_id","hcpc_code_version","last_updated","short_description","long_description"
"52571","139","3","236","Injection Pasireotide long acting 1 mg","2016-10-31 00:00:00","2021-04-05 00:00:00","Apparent on its Face","J2502","100","2026-01-23 13:38:37","Inj, pasireotide long acting","INJECTION, PASIREOTIDE LONG ACTING, 1 MG"
"52571","139","3","237","Actemra®
(tocilizumab)
subcutaneous use*
","2019-12-02 00:00:00","2021-01-01 00:00:00","Apparent on its Face","J3262","100","2026-01-23 13:38:37","Tocilizumab injection","INJECTION, TOCILIZUMAB, 1 MG"
"52571","139","3","238","methylnatrexone bromide (Relistor®)","2009-04-20 00:00:00","2012-12-31 00:00:00","","J3490","100","2026-01-23 13:38:37","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","139","3","239","Icatibant <br> (Firazyr ®)<br> ","2012-05-19 00:00:00","2012-12-31 00:00:00","","J3490","100","2026-01-23 13:38:37","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","139","3","240","Daclizumab (Zinbryta&#8482;)","2016-10-31 00:00:00","2021-01-01 00:00:00","Apparent on its Face","J3490","100","2026-01-23 13:38:37","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","139","3","241","Haegarda® (C1 Esterase Inhibitor Subcutaneous [Human])","2018-04-02 00:00:00","2018-12-31 00:00:00","Apparent on its Face","J3490","100","2026-01-23 13:38:37","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","139","3","242","Omvoh (mirikizumab-mrkz)* EFFECTIVE 7/1/2024 REPLACED BY CODE J2267 (SEE EXCLUDED CPT/HCPCS Codes TABLE ABOVE)","2024-01-14 00:00:00","2024-07-01 00:00:00","Apparent on its Face","J3490","100","2026-01-23 13:38:37","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","139","3","243","WEZLANA (ustekinumab-auub)* EFFECTIVE 7/1/2024, REPLACED BY CODE Q5137 (SEE EXCLUDED CPT/HCPCS Codes TABLE ABOVE)","2024-03-17 00:00:00","2024-07-01 00:00:00","Apparent on its Face","J3490","100","2026-01-23 13:38:37","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","139","3","244","Steqeyma (ustekinumab-stba)*","2025-06-01 00:00:00","2025-07-01 00:00:00","Apparent on its Face","J3490","100","2026-01-23 13:38:37","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52571","139","3","245","Steqeyma (ustekinumab-stba)*","2025-06-01 00:00:00","2025-07-01 00:00:00","Apparent on its Face","J3590","100","2026-01-23 13:38:37","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","139","3","246","WEZLANA (ustekinumab-auub)* EFFECTIVE 7/1/2024, REPLACED BY CODE Q5137 (SEE EXCLUDED CPT/HCPCS Codes TABLE ABOVE)","2024-03-17 00:00:00","2024-07-01 00:00:00","Apparent on its Face","J3590","100","2026-01-23 13:38:37","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","139","3","247","Omvoh (mirikizumab-mrkz)* EFFECTIVE 7/1/2024 REPLACED BY CODE J2267 (SEE EXCLUDED CPT/HCPCS Codes TABLE ABOVE)","2024-01-14 00:00:00","2024-07-01 00:00:00","Apparent on its Face","J3590","100","2026-01-23 13:38:37","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","139","3","248","Haegarda® (C1 Esterase Inhibitor Subcutaneous [Human])","2018-04-02 00:00:00","2018-12-31 00:00:00","Apparent on its Face","J3590","100","2026-01-23 13:38:37","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","139","3","249","Orencia®, subcutaneous only","2017-11-16 00:00:00","2019-12-02 00:00:00","Apparent on its Face","J3590","100","2026-01-23 13:38:37","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","139","3","250","Daclizumab (Zinbryta&#8482;)","2016-10-31 00:00:00","2021-01-01 00:00:00","Apparent on its Face","J3590","100","2026-01-23 13:38:37","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52571","139","3","251","Icatibant <br> (Firazyr ®)<br> ","2012-05-19 00:00:00","2012-12-31 00:00:00","","J3590","100","2026-01-23 13:38:37","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52800","94","3","1","Rebif® (Interferon Beta–1A, 1 mcg)","2017-07-16 00:00:00","","Apparent on its Face","C9399","100","2026-01-05 19:17:43","Unclassified drugs or biolog","UNCLASSIFIED DRUGS OR BIOLOGICALS"
"52800","94","3","2","Tesamorelin (Egrifta™)","2017-07-16 00:00:00","","Apparent on its Face","C9399","100","2026-01-05 19:17:43","Unclassified drugs or biolog","UNCLASSIFIED DRUGS OR BIOLOGICALS"
"52800","94","3","3","Sogroya® (somapacitan-beco)","2021-11-15 00:00:00","","Apparent on its Face","C9399","100","2026-01-05 19:17:43","Unclassified drugs or biolog","UNCLASSIFIED DRUGS OR BIOLOGICALS"
"52800","94","3","4","Pasireotide (Signifor®)","2021-11-15 00:00:00","","Apparent on its Face","C9399","100","2026-01-05 19:17:43","Unclassified drugs or biolog","UNCLASSIFIED DRUGS OR BIOLOGICALS"
"52800","94","3","5","Risankizumab-rzaa
(Skyrizi™)
subcutaneous use*","2020-01-12 00:00:00","","Apparent on its Face","C9399","100","2026-01-05 19:17:43","Unclassified drugs or biolog","UNCLASSIFIED DRUGS OR BIOLOGICALS"
"52800","94","3","6","ofatumumab (Kesimpta®) 
subcutaneous use*","2022-07-24 00:00:00","","Apparent on its Face","C9399","100","2026-01-05 19:17:43","Unclassified drugs or biolog","UNCLASSIFIED DRUGS OR BIOLOGICALS"
"52800","94","3","7","tralokinumab-idrm (Adbry™)","2022-11-13 00:00:00","","Apparent on its Face","C9399","100","2026-01-05 19:17:43","Unclassified drugs or biolog","UNCLASSIFIED DRUGS OR BIOLOGICALS"
"52800","94","3","8","All insulin products","2022-12-11 00:00:00","","Apparent on its Face","C9399","100","2026-01-05 19:17:43","Unclassified drugs or biolog","UNCLASSIFIED DRUGS OR BIOLOGICALS"
"52800","94","3","9","tirzepatide
(Mounjaro™)","2022-12-11 00:00:00","","Apparent on its Face","C9399","100","2026-01-05 19:17:43","Unclassified drugs or biolog","UNCLASSIFIED DRUGS OR BIOLOGICALS"
"52800","94","3","10","Adalimumab-aacf (Idacio®), Adalimumab-afzb (Abrilada™), Adalimumab-bwwd (Hadlima), Adalimumab-fkjp (Hulio®), Adalimumab-adaz (Hyrimoz), Adalimumab-aqvh (Yusimry)","2023-06-25 00:00:00","","Apparent on its Face","C9399","100","2026-01-05 19:17:43","Unclassified drugs or biolog","UNCLASSIFIED DRUGS OR BIOLOGICALS"
"52800","94","3","11","secukinumab (Cosentyx™)","2015-06-15 00:00:00","","Apparent on its Face","C9399","100","2026-01-05 19:17:43","Unclassified drugs or biolog","UNCLASSIFIED DRUGS OR BIOLOGICALS"
"52800","94","3","12","Vedolizumab (Entyvio®) subcutaneous use*","2024-01-14 00:00:00","","Apparent on its Face","C9399","100","2026-01-05 19:17:43","Unclassified drugs or biolog","UNCLASSIFIED DRUGS OR BIOLOGICALS"
"52800","94","3","13","adalimumab-aaty (Yuflyma®)","2024-01-14 00:00:00","","Apparent on its Face","C9399","100","2026-01-05 19:17:43","Unclassified drugs or biolog","UNCLASSIFIED DRUGS OR BIOLOGICALS"
"52800","94","3","14","Semaglutide (Wegovy®)","2024-06-30 00:00:00","","Apparent on its Face","C9399","100","2026-01-05 19:17:43","Unclassified drugs or biolog","UNCLASSIFIED DRUGS OR BIOLOGICALS"
"52800","94","3","15","Semaglutide (Ozempic®)","2024-04-01 00:00:00","","Apparent on its Face","C9399","100","2026-01-05 19:17:43","Unclassified drugs or biolog","UNCLASSIFIED DRUGS OR BIOLOGICALS"
"52800","94","3","16","Tirzepatide (Zepbound™)","2024-06-30 00:00:00","","Apparent on its Face","C9399","100","2026-01-05 19:17:43","Unclassified drugs or biolog","UNCLASSIFIED DRUGS OR BIOLOGICALS"
"52800","94","3","17","Liraglutide (Saxenda®)","2016-06-15 00:00:00","","Apparent on its Face","C9399","100","2026-01-05 19:17:43","Unclassified drugs or biolog","UNCLASSIFIED DRUGS OR BIOLOGICALS"
"52800","94","3","18","Liraglutide (Victoza®)","2011-10-16 00:00:00","","Apparent on its Face","C9399","100","2026-01-05 19:17:43","Unclassified drugs or biolog","UNCLASSIFIED DRUGS OR BIOLOGICALS"
"52800","94","3","19","Orencia®
subcutaneous use*","2021-04-01 00:00:00","","Apparent on its Face","J0129","100","2026-01-05 19:17:43","Abatacept injection","INJECTION, ABATACEPT, 10 MG (CODE MAY BE USED FOR MEDICARE WHEN DRUG ADMINISTERED UNDER THE DIRECT SUPERVISION OF A PHYSICIAN, NOT FOR USE WHEN DRUG IS SELF ADMINISTERED)"
"52800","94","3","20","Humira®","2025-01-01 00:00:00","","Apparent on its Face","J0139","100","2026-01-05 19:17:43","Inj, adalimumab, 1 mg","INJECTION, ADALIMUMAB, 1 MG"
"52800","94","3","21","Caverject, Edex","2008-02-01 00:00:00","","Apparent on its Face","J0270","100","2026-01-05 19:17:43","Alprostadil for injection","INJECTION, ALPROSTADIL, 1.25 MCG (CODE MAY BE USED FOR MEDICARE WHEN DRUG ADMINISTERED UNDER THE DIRECT SUPERVISION OF A PHYSICIAN, NOT FOR USE WHEN DRUG IS SELF ADMINISTERED)"
"52800","94","3","22","Apokyn®","2021-04-01 00:00:00","","Apparent on its Face","J0364","100","2026-01-05 19:17:43","Apomorphine hydrochloride","INJECTION, APOMORPHINE HYDROCHLORIDE, 1 MG"
"52800","94","3","23","Benlysta®, subcutaneous use* ","2021-04-01 00:00:00","","Apparent on its Face","J0490","100","2026-01-05 19:17:43","Belimumab injection","INJECTION, BELIMUMAB, 10 MG"
"52800","94","3","24","Takhzyro®","2019-12-02 00:00:00","","Apparent on its Face","J0593","100","2026-01-05 19:17:43","Inj., lanadelumab-flyo, 1 mg","INJECTION, LANADELUMAB-FLYO, 1 MG (CODE MAY BE USED FOR MEDICARE WHEN DRUG ADMINISTERED UNDER DIRECT SUPERVISION OF A PHYSICIAN, NOT FOR USE WHEN DRUG IS SELF-ADMINISTERED)"
"52800","94","3","25","Haegarda®","2019-01-01 00:00:00","","Apparent on its Face","J0599","100","2026-01-05 19:17:43","Inj., haegarda 10 units","INJECTION, C-1 ESTERASE INHIBITOR (HUMAN), (HAEGARDA), 10 UNITS"
"52800","94","3","26","Calcimar, Miacalcin","2008-02-01 00:00:00","","Apparent on its Face","J0630","100","2026-01-05 19:17:43","Calcitonin salmon injection","INJECTION, CALCITONIN SALMON, UP TO 400 UNITS"
"52800","94","3","27","H.P. Acthar® Gel subcutaneous use**","2023-10-01 00:00:00","","Apparent on its Face","J0801","100","2026-01-05 19:17:43","Inj. acthar gel to 40 units","INJECTION, CORTICOTROPIN (ACTHAR GEL), UP TO 40 UNITS"
"52800","94","3","28","Purified Cortrophin Gel® subcutaneous use**","2023-10-01 00:00:00","","Apparent on its Face","J0802","100","2026-01-05 19:17:43","Inj. (ani), up to 40 units","INJECTION, CORTICOTROPIN (ANI), UP TO 40 UNITS"
"52800","94","3","29","Fuzeon","2008-02-01 00:00:00","","Apparent on its Face","J1324","100","2026-01-05 19:17:43","Enfuvirtide injection","INJECTION, ENFUVIRTIDE, 1 MG"
"52800","94","3","30","Enbrel","2008-02-01 00:00:00","","Apparent on its Face","J1438","100","2026-01-05 19:17:43","Etanercept injection","INJECTION, ETANERCEPT, 25 MG (CODE MAY BE USED FOR MEDICARE WHEN DRUG ADMINISTERED UNDER THE DIRECT SUPERVISION OF A PHYSICIAN, NOT FOR USE WHEN DRUG IS SELF ADMINISTERED)"
"52800","94","3","31","Copaxone™","2008-02-01 00:00:00","","Apparent on its Face","J1595","100","2026-01-05 19:17:43","Injection glatiramer acetate","INJECTION, GLATIRAMER ACETATE, 20 MG"
"52800","94","3","32","Tremfya® (guselkumab)*","2021-04-01 00:00:00","","Apparent on its Face","J1628","100","2026-01-05 19:17:43","Inj., guselkumab, 1 mg","INJECTION, GUSELKUMAB, 1 MG"
"52800","94","3","33","Supprelin LA™","2008-02-01 00:00:00","","Apparent on its Face","J1675","100","2026-01-05 19:17:43","Histrelin acetate","INJECTION, HISTRELIN ACETATE, 10 MICROGRAMS"
"52800","94","3","34","Firazyr™","2011-11-15 00:00:00","","Apparent on its Face","J1744","100","2026-01-05 19:17:43","Icatibant injection","INJECTION, ICATIBANT, 1 MG"
"52800","94","3","35","Infliximab-dyyb (Zymfentra)","2024-08-18 00:00:00","","Apparent on its Face","J1748","100","2026-01-05 19:17:43","Inj, zymfentra, 10 mg","INJECTION, INFLIXIMAB-DYYB (ZYMFENTRA), 10 MG"
"52800","94","3","36","Fiasp® for insulin pump use","2023-09-03 00:00:00","","Apparent on its Face","J1811","100","2026-01-05 19:17:43","Fiasp for insulin pump use","INSULIN (FIASP) FOR ADMINISTRATION THROUGH DME (I.E., INSULIN PUMP) PER 50 UNITS"
"52800","94","3","37","Fiasp® injection*","2023-09-03 00:00:00","","Apparent on its Face","J1812","100","2026-01-05 19:17:43","Inj. insulin (fiasp)","INSULIN (FIASP), PER 5 UNITS"
"52800","94","3","38","Lyumjev® for insulin pump use","2023-09-03 00:00:00","","Apparent on its Face","J1813","100","2026-01-05 19:17:43","Lyumjev for insulin pump use","INSULIN (LYUMJEV) FOR ADMINISTRATION THROUGH DME (I.E., INSULIN PUMP) PER 50 UNITS"
"52800","94","3","39","Lyumjev® injection*","2023-09-03 00:00:00","","Apparent on its Face","J1814","100","2026-01-05 19:17:43","Inj. insulin (lyumjev)","INSULIN (LYUMJEV), PER 5 UNITS"
"52800","94","3","40","Humalog, Humulin, Iletin, Insulin Lispro, Novo Nordisk, NPH, Pork Insulin, Regular Insulin, Ultralente, Velosulin, Humulin R, Iletin II Regular Port, Insulin Purified Pork, ReliOn, Lente Iletin I, Novolin R, Humulin R U-500","2008-02-01 00:00:00","","Apparent on its Face","J1815","100","2026-01-05 19:17:43","Insulin injection","INJECTION, INSULIN, PER 5 UNITS"
"52800","94","3","41","All insulin products","2022-12-11 00:00:00","","Apparent on its Face","J1815","100","2026-01-05 19:17:43","Insulin injection","INJECTION, INSULIN, PER 5 UNITS"
"52800","94","3","42","All insulin products","2022-12-11 00:00:00","","Apparent on its Face","J1817","100","2026-01-05 19:17:43","Insulin for insulin pump use","INSULIN FOR ADMINISTRATION THROUGH DME (I.E., INSULIN PUMP) PER 50 UNITS"
"52800","94","3","43","Humalog, Humulin, Vesolin BR, Iletin II NPH Pork, Lantus, Lispro-PFC, Novolin, Novolog, Novolog Flexpen, Novolog Mix, ReliOn Novolin","2008-02-01 00:00:00","","Apparent on its Face","J1817","100","2026-01-05 19:17:43","Insulin for insulin pump use","INSULIN FOR ADMINISTRATION THROUGH DME (I.E., INSULIN PUMP) PER 50 UNITS"
"52800","94","3","44","Avonex Pen®, Rebif®, Rebif® Rebidose®","2021-11-15 00:00:00","","Apparent on its Face","J1826","100","2026-01-05 19:17:43","Interferon beta-1a inj","INJECTION, INTERFERON BETA-1A, 30 MCG"
"52800","94","3","45","Betaseron™","2008-02-01 00:00:00","","Apparent on its Face","J1830","100","2026-01-05 19:17:43","Interferon beta-1b / .25 mg","INJECTION, INTERFERON BETA-1B, 0.25 MG (CODE MAY BE USED FOR MEDICARE WHEN DRUG ADMINISTERED UNDER THE DIRECT SUPERVISION OF A PHYSICIAN, NOT FOR USE WHEN DRUG IS SELF ADMINISTERED)"
"52800","94","3","46","Furoscix®","2023-09-03 00:00:00","","Apparent on its Face","J1941","100","2026-01-05 19:17:43","Inj, furoscix, 20 mg","INJECTION, FUROSEMIDE (FUROSCIX), 20 MG"
"52800","94","3","47","Iplex™ Increlex™","2008-02-01 00:00:00","","Apparent on its Face","J2170","100","2026-01-05 19:17:43","Mecasermin injection","INJECTION, MECASERMIN, 1 MG"
"52800","94","3","48","Relistor™ ","2013-02-15 00:00:00","","Apparent on its Face","J2212","100","2026-01-05 19:17:43","Methylnaltrexone injection","INJECTION, METHYLNALTREXONE, 0.1 MG"
"52800","94","3","49","mirikizumab-mrkz (Omvoh™) subcutaneous use*","2024-07-01 00:00:00","","Apparent on its Face","J2267","100","2026-01-05 19:17:43","Inj, mirikizumab-mrkz, 1 mg","INJECTION, MIRIKIZUMAB-MRKZ, 1 MG"
"52800","94","3","50","Sandostatin™, subcutaneous use*","2008-02-01 00:00:00","","Apparent on its Face","J2354","100","2026-01-05 19:17:43","Octreotide inj, non-depot","INJECTION, OCTREOTIDE, NON-DEPOT FORM FOR SUBCUTANEOUS OR INTRAVENOUS INJECTION, 25 MCG"
"52800","94","3","51","Papaverine HCL","2008-02-01 00:00:00","","Apparent on its Face","J2440","100","2026-01-05 19:17:43","Papaverin hcl injection","INJECTION, PAPAVERINE HCL, UP TO 60 MG"
"52800","94","3","52","Genotropin™

","2008-02-01 00:00:00","","Apparent on its Face","J2941","100","2026-01-05 19:17:43","Somatropin injection","INJECTION, SOMATROPIN, 1 MG"
"52800","94","3","53","Imitrex™
","2008-02-01 00:00:00","","Apparent on its Face","J3030","100","2026-01-05 19:17:43","Sumatriptan succinate / 6 mg","INJECTION, SUMATRIPTAN SUCCINATE, 6 MG (CODE MAY BE USED FOR MEDICARE WHEN DRUG ADMINISTERED UNDER THE DIRECT SUPERVISION OF A PHYSICIAN, NOT FOR USE WHEN DRUG IS SELF ADMINISTERED)"
"52800","94","3","54","Ajovy™","2021-04-01 00:00:00","","Apparent on its Face","J3031","100","2026-01-05 19:17:43","Inj., fremanezumab-vfrm 1 mg","INJECTION, FREMANEZUMAB-VFRM, 1 MG (CODE MAY BE USED FOR MEDICARE WHEN DRUG ADMINISTERED UNDER THE DIRECT SUPERVISION OF A PHYSICIAN, NOT FOR USE WHEN DRUG IS SELF-ADMINISTERED)"
"52800","94","3","55","Forteo™","2008-02-01 00:00:00","","Apparent on its Face","J3110","100","2026-01-05 19:17:43","Teriparatide injection","INJECTION, TERIPARATIDE, 10 MCG"
"52800","94","3","56","Stelara®","2021-11-15 00:00:00","","Apparent on its Face","J3357","100","2026-01-05 19:17:43","Ustekinumab sub cu inj, 1 mg","USTEKINUMAB, FOR SUBCUTANEOUS INJECTION, 1 MG"
"52800","94","3","57","Injection lebrikizumab-lbkz; biosimilar (Ebglyss®)","2025-04-17 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","58","Injection, ustekinumab-stba (Steqeyma); Biosimilar (SteQeyma®)
subcutaneous use*","2025-04-17 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","59","Tirzepatide (Zepbound™)","2024-06-30 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","60","Sogroya® (somapacitan-beco)","2021-11-15 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","61","Abaloparatide
(Tymlos™)","2018-07-16 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","62","Albiglutide (Tanzeum™)","2016-06-15 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","63","Alirocumab (Praulent™)","2016-06-15 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","64","Dulaglutide (Trulicity™)","2016-06-15 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","65","etanercept-szzs (Erelzi)","2016-11-15 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","66","Evolocumab (Repatha™)","2016-06-15 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","67","Insulin Glargine (Toujeo SoloStar™)","2016-06-15 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","68","Insulin Glargine (Lantus SoloStar™)","2016-06-15 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","69","Sarilumab (Kevzara™)","2021-04-01 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","70","Ixekizumab (Taltz™)","2016-06-15 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","71","Liraglutide  (Victoza™)","2011-10-16 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","72","Liraglutide (Saxenda™)","2016-06-15 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","73","Methotrexate (Rasuvo™)","2016-06-15 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","74","Methotrexate  (Otrexup™)","2016-06-15 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","75","Metreleptin (Myalept™)","2016-06-15 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","76","Mipomersen sodium (Kynamro™)","2013-09-15 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","77","Parathyroid hormone (Natpara™)","2016-06-15 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","78","Pasireotide (Signifor™)","2016-06-15 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","79","Peginterferon beta-1a (Plegridy™)
","2016-06-15 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","80","Pramlintide (Symlin™)","2008-02-01 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","81","Rebif® (Interferon Beta–1A, 1 mcg)","2017-07-16 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","82","Tesamorelin (Egrifta™)","2011-10-16 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","83","TriMix™","2011-10-16 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","84","Quadmix (+ Atropine)","2017-07-16 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","85","Adalimumab-atto (AMJEVITA™)","2017-02-15 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","86","Golimumab (SIMPONI)","2017-02-15 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","87","Risankizumab-rzaa
(Skyrizi™)
subcutaneous use*","2020-01-12 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","88","ofatumumab (Kesimpta®) 
subcutaneous use*","2022-07-24 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","89","tralokinumab-idrm (Adbry™)","2022-11-13 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","90","All insulin products","2022-12-11 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","91","tirzepatide
(Mounjaro™)","2022-12-11 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","92","Adalimumab-aacf (Idacio®), Adalimumab-afzb (Abrilada™), Adalimumab-bwwd (Hadlima), Adalimumab-fkjp (Hulio®), Adalimumab-adaz (Hyrimoz), Adalimumab-aqvh (Yusimry)","2023-06-25 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","93","secukinumab (Cosentyx™)","2015-06-15 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","94","Vedolizumab (Entyvio®) subcutaneous use*","2024-01-14 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","95","adalimumab-aaty (Yuflyma®)","2024-01-14 00:00:00","","Apparent on its Face","J3490","100","2026-01-05 19:17:43","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"52800","94","3","96","adalimumab-aaty (Yuflyma®)","2024-01-14 00:00:00","","Apparent on its Face","J3590","100","2026-01-05 19:17:43","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52800","94","3","97","Vedolizumab (Entyvio®) subcutaneous use*","2024-01-14 00:00:00","","Apparent on its Face","J3590","100","2026-01-05 19:17:43","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52800","94","3","98","Adalimumab-aacf (Idacio®), Adalimumab-afzb (Abrilada™), Adalimumab-bwwd (Hadlima), Adalimumab-fkjp (Hulio®), Adalimumab-adaz (Hyrimoz), Adalimumab-aqvh (Yusimry)","2023-06-25 00:00:00","","Apparent on its Face","J3590","100","2026-01-05 19:17:43","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52800","94","3","99","All insulin products","2022-12-11 00:00:00","","Apparent on its Face","J3590","100","2026-01-05 19:17:43","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52800","94","3","100","tirzepatide
(Mounjaro™)","2022-12-11 00:00:00","","Apparent on its Face","J3590","100","2026-01-05 19:17:43","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52800","94","3","101","tralokinumab-idrm (Adbry™)","2022-11-13 00:00:00","","Apparent on its Face","J3590","100","2026-01-05 19:17:43","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52800","94","3","102","ofatumumab (Kesimpta®) 
subcutaneous use*","2022-07-24 00:00:00","","Apparent on its Face","J3590","100","2026-01-05 19:17:43","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52800","94","3","103","adalimumab-adbm
(Cyltezo™ )","2021-04-01 00:00:00","","Apparent on its Face","J3590","100","2026-01-05 19:17:43","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
