article_id,article_version,related_num,r_article_id,r_article_version,r_lcd_id,r_lcd_version,r_contractor_id,last_updated
55426,123,101,,,33822,30,388,2021-05-26 21:53:56.057000000
55426,123,102,,,33823,26,389,2021-07-29 13:35:08.997000000
55426,123,103,,,33824,29,389,2021-07-29 13:35:47.893000000
55426,123,104,,,33825,17,389,2021-07-29 13:35:47.893000000
55426,123,105,,,33826,18,389,2021-07-29 13:35:47.903000000
55426,123,106,,,33827,45,389,2021-07-29 13:35:47.903000000
55426,123,107,,,33828,20,389,2021-07-29 13:35:55.803000000
55426,123,108,,,33829,42,389,2021-07-29 13:36:03.547000000
55426,123,109,,,33830,22,389,2021-07-29 13:36:09.640000000
55426,123,110,,,33831,35,389,2021-07-29 13:36:19.263000000
55426,123,111,,,33832,16,389,2021-07-29 13:36:19.263000000
55426,123,112,,,34821,21,389,2021-07-29 13:36:19.267000000
55426,123,113,,,34823,27,389,2021-07-29 13:36:19.267000000
55426,123,114,,,34824,21,389,2021-07-29 13:36:19.270000000
55426,123,115,,,36267,26,389,2021-07-29 13:35:08.997000000
55426,123,116,,,38953,3,389,2021-07-15 20:05:55.913000000
55426,123,117,,,38955,4,388,2021-07-16 16:52:36.817000000
55426,123,118,,,39591,10,388,2024-02-16 18:38:26.990000000
55457,7,1,,,36678,10,364,2017-03-16 16:08:47.390000000
55458,7,1,,,36679,5,345,2017-03-16 16:27:50.060000000
55458,7,2,,,36680,9,345,2017-03-16 16:27:50.063000000
55470,3,1,,,36703,4,364,2017-03-14 20:02:48.703000000
55470,3,2,,,36704,20,364,2022-12-15 13:26:32.740000000
55471,3,1,,,36704,23,357,2025-10-28 12:20:55.460000000
55471,3,2,,,36705,3,345,2017-03-14 20:04:22.007000000
55471,3,3,,,36706,20,345,2022-12-15 13:27:20.827000000
55472,3,1,,,34211,11,364,2017-03-30 21:28:58.640000000
55473,3,1,,,36859,5,345,2017-03-30 21:29:39.287000000
55489,3,1,,,34218,15,364,2017-04-27 15:49:46.577000000
55489,3,2,,,36870,6,364,2017-03-31 16:15:41.957000000
55490,4,1,,,34076,8,345,2017-03-31 16:12:36.183000000
55490,4,2,,,34218,26,353,2025-09-16 12:33:14.093000000
55490,4,3,,,36874,3,345,2017-03-31 16:12:36.190000000
55527,5,1,,,36863,3,364,2017-06-01 23:10:41.310000000
55527,5,2,,,36864,4,364,2017-06-01 23:08:41.233000000
55528,5,1,,,36864,21,353,2025-10-16 14:50:51.557000000
55528,5,2,,,36865,3,345,2017-06-01 23:12:01.467000000
55528,5,3,,,36866,4,345,2017-06-01 23:11:49.320000000
55530,27,1,,,34328,28,364,2018-06-26 18:39:25.840000000
55530,29,1,,,34328,28,364,2018-06-26 18:39:25.840000000
55530,31,1,,,34328,28,364,2018-06-26 18:39:25.840000000
55530,34,1,,,34328,28,364,2018-06-26 18:39:25.840000000
55530,35,1,,,34328,28,364,2018-06-26 18:39:25.840000000
55531,26,1,,,37360,5,345,2018-06-26 18:37:09.720000000
55531,28,1,,,37360,5,345,2018-06-26 18:37:09.720000000
55531,30,1,,,37360,5,345,2018-06-26 18:37:09.720000000
55531,33,1,,,37360,5,345,2018-06-26 18:37:09.720000000
55531,34,1,,,37360,5,345,2018-06-26 18:37:09.720000000
55533,2,1,,,37015,3,148,2017-05-15 17:04:59.850000000
55535,2,1,,,37001,3,143,2017-05-15 18:30:38.483000000
55536,2,1,,,37003,3,143,2017-05-15 18:51:26.397000000
55540,2,1,,,37005,3,143,2017-05-15 19:12:47.620000000
55553,4,1,,,34324,16,364,2017-05-17 20:17:22.900000000
55553,4,2,,,36887,3,364,2017-05-17 20:17:34.070000000
55554,6,1,,,34324,38,357,2025-10-16 14:48:48.043000000
55554,6,2,,,36888,3,345,2017-05-17 20:18:02.833000000
55554,6,3,,,36889,6,345,2017-05-17 20:18:09.077000000
55555,8,1,,,34213,31,364,2017-05-18 20:02:43.613000000
55555,8,2,,,36848,10,364,2017-05-18 20:27:02.560000000
55558,8,1,,,34213,54,353,2025-11-11 12:48:57.310000000
55558,8,2,,,36867,6,345,2017-05-18 20:30:07.553000000
55558,8,3,,,36868,5,345,2017-05-18 20:30:07.557000000
55561,2,1,,,37130,2,228,2017-05-18 16:34:00.937000000
55570,12,1,,,35038,56,331,2017-12-01 18:56:38.820000000
55595,16,1,,,36180,17,364,2017-09-28 19:28:26.773000000
55595,16,2,,,39923,7,360,2025-08-25 18:05:29.797000000
55600,16,1,,,36186,16,345,2017-09-28 19:29:19.197000000
55600,16,2,,,39927,5,353,2025-08-25 17:58:27.123000000
55621,15,1,,,36807,5,143,2017-06-20 12:46:10.227000000
55624,33,1,,,38119,5,364,2021-05-25 19:39:14.437000000
55624,33,2,,,38123,6,364,2021-05-25 19:39:29.683000000
55639,44,2,,,37205,3,143,2017-07-18 19:27:08.027000000
55639,46,2,,,37205,3,143,2017-07-18 19:27:08.027000000
55639,49,2,,,37205,3,143,2017-07-18 19:27:08.027000000
55639,51,2,,,37205,3,143,2017-07-18 19:27:08.027000000
55641,2,1,55639,5,,,143,2017-07-18 19:39:29.637000000
55641,2,2,55640,4,,,143,2017-07-18 19:39:37.400000000
55641,2,3,,,37205,3,143,2017-07-18 19:40:00.683000000
55643,2,1,,,37210,3,143,2017-07-19 18:59:28.060000000
55644,2,1,,,37216,3,143,2017-07-19 19:43:22.887000000
55646,2,1,,,37195,3,143,2017-07-21 14:52:08.083000000
55648,2,1,,,37199,3,143,2017-07-21 15:28:46.843000000
55657,4,1,,,37070,7,364,2017-10-26 19:57:39.567000000
55657,4,2,,,37069,4,364,2017-10-26 19:58:43.613000000
55659,2,1,,,37071,5,345,2017-10-26 20:03:58.717000000
55659,2,2,,,37072,4,345,2017-10-26 20:03:58.720000000
55661,3,1,,,37053,6,364,2017-10-26 19:59:54.157000000
55661,3,2,,,37054,5,364,2017-10-26 19:43:16.370000000
55662,3,1,,,37054,22,356,2025-10-28 12:01:29.720000000
55662,3,2,,,37061,6,345,2017-10-26 20:00:51.270000000
55662,3,3,,,37062,5,345,2017-10-26 19:44:50.300000000
55672,23,1,,,37475,3,297,2018-12-28 16:26:58.590000000
55672,25,1,,,37475,3,297,2018-12-28 16:26:58.590000000
55675,21,1,,,37502,8,364,2018-12-21 15:07:26.983000000
55675,21,2,56240,7,,,364,2018-12-21 15:14:24.703000000
55675,21,3,,,37501,10,364,2018-12-21 15:14:44.660000000
55675,24,1,,,37502,8,364,2018-12-21 15:07:26.983000000
55675,24,2,56240,7,,,364,2018-12-21 15:14:24.703000000
55675,24,3,,,37501,10,364,2018-12-21 15:14:44.660000000
55675,25,1,56240,7,,,364,2018-12-21 15:14:24.703000000
55675,25,2,,,37501,10,364,2018-12-21 15:14:44.660000000
55675,25,3,,,37502,8,364,2018-12-21 15:07:26.983000000
55676,20,1,56241,7,,,345,2018-12-21 15:23:17.387000000
55676,20,2,,,37504,6,345,2018-12-21 15:23:32.740000000
55676,20,3,,,37503,7,345,2018-12-21 15:23:42.033000000
55676,23,1,56241,7,,,345,2018-12-21 15:23:17.387000000
55676,23,2,,,37504,6,345,2018-12-21 15:23:32.740000000
55676,23,3,,,37503,7,345,2018-12-21 15:23:42.033000000
55676,24,1,56241,7,,,345,2018-12-21 15:23:17.387000000
55676,24,2,,,37504,6,345,2018-12-21 15:23:32.740000000
55676,24,3,,,37503,7,345,2018-12-21 15:23:42.033000000
55684,5,1,,,35163,29,364,2025-10-16 14:55:06.577000000
55684,5,2,,,37018,7,364,2017-08-07 17:39:37.707000000
55685,5,1,,,35163,29,356,2025-10-16 14:55:06.577000000
55688,4,1,,,34203,11,364,2017-08-09 18:49:49.213000000
55689,4,1,,,37027,5,345,2017-08-09 18:51:24.160000000
55695,21,1,,,35025,39,378,2017-08-29 21:10:57.520000000
55703,23,2,,,37537,3,143,2018-12-18 20:29:25.863000000
55703,25,2,,,37537,3,143,2018-12-18 20:29:25.863000000
55704,7,1,,,33575,30,269,2017-11-10 16:16:57.957000000
55709,11,1,,,37022,22,391,2020-06-05 13:55:10.613000000
55710,5,1,53287,4,,,364,2017-08-21 20:03:41.257000000
55710,5,2,53304,5,,,364,2017-08-21 20:03:51.860000000
55710,7,1,53287,4,,,364,2017-08-21 20:03:41.257000000
55710,7,2,53304,5,,,364,2017-08-21 20:03:51.860000000
55710,9,1,53287,4,,,364,2017-08-21 20:03:41.257000000
55710,9,2,53304,5,,,364,2017-08-21 20:03:51.860000000
55710,10,1,53287,4,,,364,2017-08-21 20:03:41.257000000
55710,10,2,53304,5,,,364,2017-08-21 20:03:51.860000000
55710,16,1,53287,4,,,364,2017-08-21 20:03:41.257000000
55710,16,2,53304,5,,,364,2017-08-21 20:03:51.860000000
55711,18,1,,,35160,25,364,2018-05-30 17:01:03.750000000
55711,20,1,,,35160,25,364,2018-05-30 17:01:03.750000000
55711,23,1,,,35160,25,364,2018-05-30 17:01:03.750000000
55712,17,1,,,36256,19,345,2018-05-30 17:01:42.840000000
55712,19,1,,,36256,19,345,2018-05-30 17:01:42.840000000
55712,21,1,,,36256,19,345,2018-05-30 17:01:42.840000000
55715,11,1,,,37126,12,228,2020-01-28 19:49:56.077000000
55715,12,1,,,37126,12,228,2020-01-28 19:49:56.077000000
55716,11,1,,,36021,42,228,2020-11-03 15:27:29.880000000
55717,24,1,,,34513,21,378,2017-09-07 11:01:35.813000000
55717,26,1,,,34513,21,378,2017-09-07 11:01:35.813000000
55723,44,1,,,37562,22,331,2019-01-04 20:52:13.750000000
55723,44,2,,,35014,24,331,2019-01-04 20:52:39.517000000
55736,2,1,,,37351,3,228,2017-09-14 12:37:26.033000000
55738,17,1,,,36807,7,143,2017-09-18 18:52:34.483000000
55769,10,2,,,37066,12,364,2017-10-21 23:41:44.437000000
55769,13,2,,,37066,12,364,2017-10-21 23:41:44.437000000
55769,14,2,,,37066,12,364,2017-10-21 23:41:44.437000000
55770,8,1,,,37068,7,345,2017-10-21 23:23:44.200000000
55770,10,1,,,37068,7,345,2017-10-21 23:23:44.200000000
55770,11,1,,,37068,7,345,2017-10-21 23:23:44.200000000
55778,4,1,,,37298,4,364,2017-11-17 01:42:46.927000000
55778,4,2,,,37299,5,364,2017-12-01 19:30:07.687000000
55779,4,1,,,37312,4,345,2017-11-17 01:47:29.463000000
55779,4,2,,,37313,3,345,2017-12-01 19:30:54.970000000
55794,4,1,,,37310,4,345,2017-11-17 01:24:17.283000000
55794,4,2,,,37311,4,345,2017-12-01 18:57:16.970000000
55817,4,1,,,35035,47,331,2017-12-01 18:57:53.723000000
55818,23,1,,,37166,22,368,2023-01-17 13:35:56.777000000
55818,26,1,,,37166,22,368,2023-01-17 13:35:56.777000000
55848,8,1,,,37421,8,269,2018-02-02 17:17:12.470000000
55879,2,1,,,37539,3,143,2018-01-22 17:36:25.747000000
55902,4,1,,,37086,8,364,2018-03-22 13:59:37.273000000
55904,3,1,,,37088,6,345,2018-03-22 14:00:43.970000000
55909,36,1,55910,2,,,143,2018-02-21 18:19:15.490000000
55909,36,2,,,37228,2,143,2018-02-21 18:19:50.280000000
55909,36,3,,,37227,3,143,2019-12-16 20:41:51.920000000
55909,36,4,57846,4,,,143,2019-12-17 20:04:49.843000000
55909,39,1,55910,2,,,143,2018-02-21 18:19:15.490000000
55909,39,2,,,37228,2,143,2018-02-21 18:19:50.280000000
55909,39,3,,,37227,3,143,2019-12-16 20:41:51.920000000
55909,39,4,57846,4,,,143,2019-12-17 20:04:49.843000000
55909,41,1,55910,2,,,143,2018-02-21 18:19:15.490000000
55909,41,2,,,37228,2,143,2018-02-21 18:19:50.280000000
55909,41,3,,,37227,3,143,2019-12-16 20:41:51.920000000
55909,41,4,57846,4,,,143,2019-12-17 20:04:49.843000000
55909,44,1,55910,2,,,143,2018-02-21 18:19:15.490000000
55909,44,2,,,37228,2,143,2018-02-21 18:19:50.280000000
55909,44,3,,,37227,3,143,2019-12-16 20:41:51.920000000
55909,44,4,57846,4,,,143,2019-12-17 20:04:49.843000000
55909,46,1,55910,2,,,143,2018-02-21 18:19:15.490000000
55909,46,2,,,37228,2,143,2018-02-21 18:19:50.280000000
55909,46,3,,,37227,3,143,2019-12-16 20:41:51.920000000
55909,46,4,57846,4,,,143,2019-12-17 20:04:49.843000000
55910,2,1,55909,2,,,143,2018-02-21 18:04:53.620000000
55910,2,2,,,37228,2,143,2018-02-21 18:06:27.823000000
55932,18,1,52991,104,,,345,2020-09-03 21:21:14.790000000
55932,19,1,52991,104,,,345,2020-09-03 21:21:14.790000000
55936,2,1,,,37547,4,364,2018-05-18 15:39:56.293000000
55937,37,1,,,33671,48,368,2021-01-29 19:22:32.797000000
55937,42,1,,,33671,48,368,2021-01-29 19:22:32.797000000
55938,2,1,,,37547,22,357,2025-11-11 12:47:46.997000000
55938,2,2,,,37549,4,345,2018-05-18 15:40:35.107000000
55958,6,1,,,36593,15,374,2018-04-26 20:11:43.510000000
55984,4,1,,,34149,30,364,2018-05-17 13:45:26.110000000
55988,4,1,,,37293,5,345,2018-05-24 14:43:58.930000000
56006,19,1,,,36593,15,378,2018-06-11 19:55:52.497000000
56017,2,1,,,34220,40,364,2025-10-28 12:09:19.477000000
56017,2,2,,,37279,5,364,2018-07-02 20:31:06.763000000
56018,2,1,,,34220,40,354,2025-10-28 12:09:19.477000000
56018,2,2,,,37281,6,345,2018-07-02 20:31:50.653000000
56021,3,1,,,37663,3,143,2018-06-18 15:52:22.397000000
56034,34,1,59151,4,,,364,2022-07-14 17:29:09.883000000
56034,34,2,,,35456,64,364,2022-07-14 17:25:59.837000000
56034,39,1,59151,4,,,364,2022-07-14 17:29:09.883000000
56034,39,2,,,35456,64,364,2022-07-14 17:25:59.837000000
56041,3,1,,,34328,28,364,2018-06-26 18:40:12.447000000
56042,3,1,,,34328,44,353,2025-10-28 12:20:06.280000000
56042,3,2,,,37360,5,345,2018-06-26 18:38:42.153000000
56061,13,1,,,37373,41,364,2025-10-28 12:18:36.430000000
56067,9,1,,,37373,41,357,2025-10-28 12:18:36.430000000
56071,22,2,,,37628,6,364,2018-08-16 17:22:16.257000000
56071,23,1,,,37628,6,364,2018-08-16 17:22:16.257000000
56072,13,1,,,35025,94,391,2022-08-25 15:39:55.353000000
56073,21,2,,,37630,6,345,2018-08-16 17:27:22.890000000
56073,22,2,,,37630,6,345,2018-08-16 17:27:22.890000000
56076,5,1,,,37628,4,364,2018-08-14 18:43:33.873000000
56077,5,1,,,37628,24,357,2025-10-16 14:52:48.280000000
56077,5,2,,,37630,4,345,2018-08-14 18:56:13.203000000
56103,13,1,,,35160,59,364,2023-09-26 19:55:58.300000000
56104,15,1,,,36256,51,345,2023-07-25 12:35:47.510000000
56106,14,1,,,36021,44,228,2022-06-28 14:13:19.563000000
56157,15,2,,,39529,1,143,2023-04-11 12:00:45.633000000
56157,17,2,,,39529,1,143,2023-04-11 12:00:45.633000000
56159,21,1,,,37575,16,228,2021-09-13 14:50:45.187000000
56159,22,1,,,37575,16,228,2021-09-13 14:50:45.187000000
56169,3,1,,,37764,3,143,2018-10-23 18:47:36.677000000
56177,2,1,,,37598,17,228,2023-11-07 14:50:07.687000000
56178,18,1,,,33569,28,297,2020-10-08 15:56:20.227000000
56178,20,1,,,33569,28,297,2020-10-08 15:56:20.227000000
56199,110,1,,,35000,142,297,2024-06-03 12:13:35.723000000
56199,115,1,,,35000,147,297,2025-05-21 14:53:51.197000000
56199,117,1,,,35000,147,297,2025-05-21 14:53:51.197000000
56199,122,1,,,35000,147,297,2025-05-21 14:53:51.197000000
56211,2,1,,,37616,16,364,2025-09-16 12:35:39.553000000
56213,3,1,,,37616,16,357,2025-09-16 12:35:39.553000000
56215,5,1,,,34575,26,391,2018-12-13 16:58:04.067000000
56224,94,1,,,35014,24,331,2019-01-04 20:54:57.783000000
56230,3,1,,,37749,4,364,2018-12-15 17:31:19.037000000
56230,3,2,,,37750,5,364,2018-12-15 17:31:19.037000000
56231,3,1,,,37747,3,345,2018-12-15 17:32:40.263000000
56231,3,2,,,37748,5,345,2018-12-15 17:32:40.277000000
56233,5,1,,,37766,3,143,2018-12-18 19:14:12.860000000
56235,2,1,,,37537,3,143,2018-12-18 20:11:47.480000000
56240,8,1,55675,8,,,364,2018-12-21 15:12:34.400000000
56240,8,2,,,37501,10,364,2018-12-21 15:12:20.607000000
56240,8,3,,,37502,8,364,2018-12-21 15:12:02.453000000
56241,8,1,55676,7,,,345,2018-12-21 15:27:55.580000000
56241,8,2,,,37502,21,353,2025-10-16 14:49:57.623000000
56241,8,3,,,37503,7,345,2018-12-21 15:28:10.977000000
56241,8,4,,,37504,6,345,2018-12-21 15:28:10.977000000
56247,9,1,,,37851,6,297,2019-02-08 14:40:30.290000000
56247,10,1,,,37851,6,297,2019-02-08 14:40:30.290000000
56248,11,1,,,38014,4,297,2019-06-05 11:32:48.907000000
56256,4,1,,,37745,4,364,2019-01-12 22:31:29.807000000
56256,4,2,,,37746,4,364,2019-01-12 22:31:29.807000000
56257,4,1,,,37743,3,345,2019-01-12 22:33:00.860000000
56257,4,2,,,37744,3,345,2019-01-12 22:33:00.860000000
56272,3,1,,,37794,3,378,2019-01-24 13:29:57.373000000
56287,18,1,,,37798,5,368,2019-01-24 23:28:38.303000000
56287,18,2,56288,4,,,368,2019-01-24 23:29:47.750000000
56315,3,1,,,37856,3,378,2019-02-20 21:14:49.850000000
56315,3,2,,,37857,4,378,2019-02-20 21:14:49.867000000
56329,4,1,,,37601,5,378,2019-02-21 19:17:45.910000000
56329,4,2,,,37602,3,378,2019-02-21 19:17:45.910000000
56333,11,2,,,37921,3,143,2019-02-19 17:58:06.310000000
56335,12,1,58201,3,,,143,2021-03-02 17:42:02.313000000
56335,12,2,,,37912,3,143,2021-03-09 15:21:17.030000000
56335,12,3,,,37913,6,143,2021-03-02 17:42:15.750000000
56335,12,4,,,38674,3,143,2021-03-02 17:42:15.753000000
56335,12,5,58676,2,,,143,2021-11-24 15:23:14.617000000
56335,14,1,58201,3,,,143,2021-03-02 17:42:02.313000000
56335,14,2,,,37912,3,143,2021-03-09 15:21:17.030000000
56335,14,3,,,37913,6,143,2021-03-02 17:42:15.750000000
56335,14,4,,,38674,3,143,2021-03-02 17:42:15.753000000
56335,14,5,58676,2,,,143,2021-11-24 15:23:14.617000000
56336,2,1,,,37920,4,143,2019-02-13 16:38:39.440000000
56336,2,2,,,37921,3,143,2019-02-19 17:45:55.453000000
56344,2,1,,,37869,12,378,2019-02-21 19:17:16.390000000
56344,2,2,,,37870,3,378,2019-02-21 19:17:16.390000000
56346,21,1,,,33445,62,391,2019-02-15 15:54:54.497000000
56346,22,1,,,33445,62,391,2019-02-15 15:54:54.497000000
56356,3,1,,,37821,3,364,2019-02-22 17:30:08.403000000
56356,3,2,,,37822,3,364,2019-02-28 16:27:08.810000000
56357,3,1,,,37823,4,345,2019-02-22 17:30:45.680000000
56357,3,2,,,37824,3,345,2019-02-28 16:25:32.840000000
56366,3,1,,,37905,14,228,2023-11-08 18:40:20.610000000
56374,3,1,,,37902,3,228,2019-03-21 16:44:12.350000000
56375,3,1,,,37886,4,364,2019-03-22 18:12:36.180000000
56376,3,1,,,37890,5,345,2019-03-22 18:13:16.613000000
56380,53,1,,,35026,57,391,2019-03-07 19:04:09.717000000
56380,54,1,,,35026,57,391,2019-03-07 19:04:09.717000000
56380,56,1,,,35026,57,391,2019-03-07 19:04:09.717000000
56381,4,1,,,37624,5,364,2019-04-03 11:38:35.960000000
56381,4,2,,,37623,3,364,2019-04-03 11:38:43.217000000
56382,5,1,,,37626,5,345,2019-04-03 11:40:01.713000000
56382,5,2,,,37625,3,345,2019-04-03 11:40:09.253000000
56384,7,1,,,37774,6,391,2019-03-08 21:01:35.510000000
56389,35,1,,,34434,62,391,2022-06-24 12:19:46.097000000
56389,36,1,,,34434,62,391,2022-06-24 12:19:46.097000000
56390,11,1,,,37826,3,391,2019-03-13 16:51:54.580000000
56393,2,1,,,37826,3,391,2019-03-13 16:52:58.123000000
56394,27,1,,,34614,33,143,2019-03-19 15:46:10.230000000
56395,15,1,58466,3,,,143,2020-12-16 16:31:15.827000000
56395,15,2,58568,1,,,143,2020-12-22 18:44:39.100000000
56395,15,3,,,34659,25,143,2020-12-22 18:51:18.360000000
56395,15,4,,,38833,3,143,2020-12-16 16:31:27.557000000
56395,17,1,58466,3,,,143,2020-12-16 16:31:15.827000000
56395,17,2,58568,1,,,143,2020-12-22 18:44:39.100000000
56395,17,3,,,34659,25,143,2020-12-22 18:51:18.360000000
56395,17,4,,,38833,3,143,2020-12-16 16:31:27.557000000
56396,11,1,,,37848,5,391,2019-03-13 19:52:45.083000000
56397,2,1,,,37848,5,391,2019-03-13 19:53:21.807000000
56399,2,1,,,37771,2,143,2019-03-14 17:31:43.840000000
56399,2,2,,,37772,3,143,2019-03-19 19:43:40.583000000
56401,2,1,,,37863,3,391,2019-03-15 17:38:53.137000000
56402,2,1,,,37918,2,143,2019-03-14 18:01:30.003000000
56402,2,2,,,37919,3,143,2019-03-20 12:31:54.757000000
56410,6,1,,,37898,7,345,2019-04-11 19:15:35.873000000
56411,4,1,,,37896,7,364,2019-04-11 19:12:20.223000000
56414,36,1,58394,6,,,331,2020-11-06 13:23:01.537000000
56414,36,2,,,37893,22,331,2019-03-29 15:08:41.610000000
56414,36,3,,,38713,27,331,2020-06-19 10:53:11.383000000
56414,41,1,58394,6,,,331,2020-11-06 13:23:01.537000000
56414,41,2,,,37893,22,331,2019-03-29 15:08:41.610000000
56414,41,3,,,38713,27,331,2020-06-19 10:53:11.383000000
56416,39,1,,,34914,62,331,2019-03-22 17:12:27.477000000
56416,42,1,,,34914,62,331,2019-03-22 17:12:27.477000000
56419,20,1,,,37863,8,391,2019-04-03 21:54:29.180000000
56420,16,1,,,35099,56,331,2019-03-22 17:33:55.663000000
56421,34,1,,,34415,57,391,2022-07-07 17:46:47.080000000
56421,36,1,,,34415,57,391,2022-07-07 17:46:47.080000000
56421,38,1,,,34415,57,391,2022-07-07 17:46:47.080000000
56421,40,1,,,34415,57,391,2022-07-07 17:46:47.080000000
56422,40,1,,,35022,59,331,2019-03-22 17:33:05.900000000
56422,42,1,,,35022,59,331,2019-03-22 17:33:05.900000000
56422,50,1,,,35022,59,331,2019-03-22 17:33:05.900000000
56423,56,1,,,35083,96,331,2021-03-05 13:52:05.667000000
56423,59,1,,,35083,96,331,2021-03-05 13:52:05.667000000
56424,17,1,,,32553,14,228,2019-10-23 13:37:20.553000000
56424,19,1,,,32553,14,228,2019-10-23 13:37:20.553000000
56424,20,1,,,32553,14,228,2019-10-23 13:37:20.553000000
56425,15,1,,,33943,17,228,2019-11-19 17:00:51.637000000
56425,16,1,,,33943,17,228,2019-11-19 17:00:51.637000000
56431,6,1,,,37873,3,391,2019-03-21 19:40:05.373000000
56432,20,1,,,35677,75,391,2019-04-12 15:48:18.217000000
56432,22,1,,,35677,75,391,2019-04-12 15:48:18.217000000
56433,80,1,,,35111,69,331,2019-04-18 15:55:51.097000000
56433,84,1,,,35111,69,331,2019-04-18 15:55:51.097000000
56433,85,1,,,35111,69,331,2019-04-18 15:55:51.097000000
56439,16,1,,,33944,17,228,2019-03-22 20:31:36.730000000
56439,18,1,,,33944,17,228,2019-03-22 20:31:36.730000000
56446,4,1,,,37619,4,364,2019-04-03 17:32:05.550000000
56446,4,2,,,37620,16,364,2025-10-28 12:11:50.517000000
56447,5,1,,,37620,16,352,2025-10-28 12:11:50.517000000
56447,5,2,,,37621,7,345,2019-04-03 17:33:52.537000000
56448,21,1,,,33950,29,228,2019-11-20 13:59:17.867000000
56448,22,1,,,33950,29,228,2019-11-20 13:59:17.867000000
56451,25,1,,,33947,17,228,2020-01-28 17:04:58.287000000
56451,26,1,,,33947,17,228,2020-01-28 17:04:58.287000000
56452,20,1,,,33952,13,228,2020-01-28 17:05:56.707000000
56452,21,1,,,33952,13,228,2020-01-28 17:05:56.707000000
56453,11,1,,,33954,22,228,2020-01-28 17:06:54.547000000
56453,11,2,,,37578,26,228,2024-08-21 16:07:38.607000000
56453,12,1,,,33954,22,228,2020-01-28 17:06:54.547000000
56453,12,2,,,37578,26,228,2024-08-21 16:07:38.607000000
56454,10,1,,,33945,14,228,2020-01-28 17:09:25.380000000
56454,11,1,,,33945,14,228,2020-01-28 17:09:25.380000000
56455,10,1,,,37254,10,228,2020-01-28 19:48:30.577000000
56455,11,1,,,37254,10,228,2020-01-28 19:48:30.577000000
56456,22,1,,,34005,27,228,2020-01-28 19:50:24.207000000
56456,23,1,,,34005,27,228,2020-01-28 19:50:24.207000000
56456,24,1,,,34005,27,228,2020-01-28 19:50:24.207000000
56456,26,1,,,34005,27,228,2020-01-28 19:50:24.207000000
56456,28,1,,,34005,27,228,2020-01-28 19:50:24.207000000
56456,30,1,,,34005,27,228,2020-01-28 19:50:24.207000000
56457,12,1,,,33999,14,228,2020-01-28 19:51:58.480000000
56457,13,1,,,33999,14,228,2020-01-28 19:51:58.480000000
56457,14,1,,,33999,14,228,2020-01-28 19:51:58.480000000
56459,19,1,,,34032,27,228,2020-01-28 19:53:03.133000000
56459,25,1,,,34032,27,228,2020-01-28 19:53:03.133000000
56459,26,1,,,34032,27,228,2020-01-28 19:53:03.133000000
56459,28,1,,,34032,27,228,2020-01-28 19:53:03.133000000
56460,12,1,,,34062,34,228,2020-01-28 19:53:34.630000000
56460,13,1,,,34062,34,228,2020-01-28 19:53:34.630000000
56461,21,1,,,34081,19,228,2019-10-23 13:48:11.363000000
56461,23,1,,,34081,19,228,2019-10-23 13:48:11.363000000
56461,25,1,,,34081,19,228,2019-10-23 13:48:11.363000000
56462,29,1,,,34356,18,228,2020-01-28 19:54:15.220000000
56462,30,1,,,34356,18,228,2020-01-28 19:54:15.220000000
56464,31,1,,,34037,16,228,2020-09-21 18:42:50.117000000
56464,32,1,,,34037,16,228,2020-09-21 18:42:50.117000000
56464,34,1,,,34037,16,228,2020-09-21 18:42:50.117000000
56465,14,1,,,36906,17,228,2023-11-07 18:25:07.553000000
56465,15,1,,,36906,17,228,2023-11-07 18:25:07.553000000
56467,10,1,,,34090,17,228,2023-11-07 16:27:48.633000000
56467,11,1,,,34090,17,228,2023-11-07 16:27:48.633000000
56467,12,1,,,34090,17,228,2023-11-07 16:27:48.633000000
56471,16,1,,,36975,15,228,2020-01-28 15:51:58.540000000
56471,17,1,,,36975,15,228,2020-01-28 15:51:58.540000000
56472,19,1,,,33949,17,228,2019-11-19 17:01:48.183000000
56472,20,1,,,33949,17,228,2019-11-19 17:01:48.183000000
56472,22,1,,,33949,17,228,2019-11-19 17:01:48.183000000
56476,31,1,,,33457,48,378,2019-04-08 15:27:01.453000000
56476,34,1,,,33457,48,378,2019-04-08 15:27:01.453000000
56476,35,1,,,33457,48,378,2019-04-08 15:27:01.453000000
56482,42,1,58310,3,,,368,2020-07-22 20:29:50.943000000
56482,42,2,,,33684,46,368,2022-10-03 13:02:16.310000000
56482,48,1,58310,3,,,368,2020-07-22 20:29:50.943000000
56482,48,2,,,33684,46,368,2022-10-03 13:02:16.310000000
56482,49,1,58310,3,,,368,2020-07-22 20:29:50.943000000
56482,49,2,,,33684,46,368,2022-10-03 13:02:16.310000000
56491,24,1,,,37578,26,228,2024-09-27 12:28:19.950000000
56491,25,1,,,37578,26,228,2024-09-27 12:28:19.950000000
56493,12,1,,,33946,11,228,2020-01-28 17:03:58.717000000
56493,13,1,,,33946,11,228,2020-01-28 17:03:58.717000000
56494,14,1,,,33960,21,228,2020-01-28 17:06:30.187000000
56494,15,1,,,33960,21,228,2020-01-28 17:06:30.187000000
56497,20,1,,,34537,33,378,2019-04-08 16:27:23.547000000
56500,36,1,,,33959,30,228,2020-01-28 17:04:25.013000000
56500,38,1,,,33959,30,228,2020-01-28 17:04:25.013000000
