"article_id","article_version","hcpc_modifier_code_id","hcpc_modifier_code_version","hcpc_modifier_group","last_updated","description"
"54831","28","GZ","12","1","2023-08-24 15:36:23","ITEM OR SERVICE EXPECTED TO BE DENIED AS NOT REASONABLE AND NECESSARY"
"54831","28","KX","12","1","2023-08-24 15:36:23","REQUIREMENTS SPECIFIED IN THE MEDICAL POLICY HAVE BEEN MET"
"54831","28","SC","12","1","2023-08-24 15:36:23","MEDICALLY NECESSARY SERVICE OR SUPPLY"
"54958","28","KX","15","1","2025-12-24 18:28:57","REQUIREMENTS SPECIFIED IN THE MEDICAL POLICY HAVE BEEN MET"
"54958","28","SC","15","1","2025-12-24 18:28:57","MEDICALLY NECESSARY SERVICE OR SUPPLY"
"54975","16","GX","12","1","2023-11-22 15:12:08","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"54975","16","GY","12","1","2023-11-22 15:12:08","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"54976","15","GX","12","1","2023-11-22 15:12:32","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"54976","15","GY","12","1","2023-11-22 15:12:32","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"55028","45","TC","14","1","2025-10-27 12:06:22.190000000","TECHNICAL COMPONENT; UNDER CERTAIN CIRCUMSTANCES, A CHARGE MAY BE MADE FOR THE TECHNICAL COMPONENT ALONE; UNDER THOSE CIRCUMSTANCES THE TECHNICAL COMPONENT CHARGE IS IDENTIFIED BY ADDING MODIFIER 'TC' TO THE USUAL PROCEDURE NUMBER; TECHNICAL COMPONENT CHARGES ARE INSTITUTIONAL CHARGES AND NOT BILLED SEPARATELY BY PHYSICIANS; HOWEVER, PORTABLE X-RAY SUPPLIERS ONLY BILL FOR TECHNICAL COMPONENT AND SHOULD UTILIZE MODIFIER TC; THE CHARGE DATA FROM PORTABLE X-RAY SUPPLIERS WILL THEN BE USED TO BUILD CUSTOMARY AND PREVAILING PROFILES"
"55044","18","JW","12","1","2025-09-23 11:39:33.107000000","DRUG AMOUNT DISCARDED/NOT ADMINISTERED TO ANY PATIENT"
"55069","26","PT","14","1","2025-08-14 17:49:02","COLORECTAL CANCER SCREENING TEST; CONVERTED TO DIAGNOSTIC TEST OR OTHER PROCEDURE"
"55115","14","GX","12","1","2023-11-22 15:20:48","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"55115","14","GY","12","1","2023-11-22 15:20:48","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"55116","14","GX","12","1","2023-11-22 15:21:21","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"55116","14","GY","12","1","2023-11-22 15:21:21","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"55146","15","GX","14","1","2025-10-22 17:38:13","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"55146","15","GY","14","1","2025-10-22 17:38:13","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"55169","15","GX","14","1","2025-10-22 15:38:30","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"55169","15","GY","14","1","2025-10-22 15:38:30","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"55206","18","GX","12","1","2023-11-20 17:27:56","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"55206","18","GY","12","1","2023-11-20 17:27:56","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"55210","15","GX","15","1","2026-01-22 14:36:51","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"55210","15","GY","15","1","2026-01-22 14:36:51","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"55227","19","53","14","1","2025-08-14 17:32:58","DISCONTINUED PROCEDURE: UNDER CERTAIN CIRCUMSTANCES, THE PHYSICIAN MAY ELECT TO TERMINATE A SURGICAL OR DIAGNOSTIC PROCEDURE. DUE TO EXTENUATING CIRCUMSTANCES OR THOSE THAT THREATEN THE WELL BEING OF THE PATIENT, IT MAY BE NECESSARY TO INDICATE THAT A SURGICAL OR DIAGNOSTIC PROCEDURE WAS STARTED BUT DISCONTINUED. THIS CIRCUMSTANCE MAY BE REPORTED BY ADDING THE MODIFIER -53 TO THE CODE REPORTED BY THE PHYSICIAN FOR THE DISCONTINUED PROCEDURE OR BY USE OF THE SEPARATE FIVE DIGIT MODIFIER CODE 09953. NOTE: THIS MODIFIER IS NOT USED TO REPORT THE ELECTIVE CANCELLATION OF A PROCEDURE PRIOR TO THE PATIENT'S ANESTHESIA INDUCTION AND/OR SURGICAL PREPARATION IN THE OPERATING SUITE. FOR OUTPATIENT HOSPITAL/AMBULATORY SURGERY CENTER (ASC) REPORTING OF A PREVIOUSLY SCHEDULED PROCEDURE/SERVICE THAT IS PARTIALLY REDUCED OR CANCELLED AS A RESULT OF EXTENUATING CIRCUMSTANCES OR THOSE THAT THREATEN THE WELL BEING OF THE PATIENT PRIOR TO OR AFTER ADMINISTRATION OF ANESTHESIA, SEE MODIFIERS -73 AND -74 (SEE MODIFIERS APPROVED FOR ASC HOSPITAL OUTPATIENT USE)."
"55235","15","GX","12","1","2023-07-19 14:22:47","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"55235","15","GY","12","1","2023-07-19 14:22:47","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"55264","13","GX","12","1","2023-11-22 16:47:04","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"55264","13","GY","12","1","2023-11-22 16:47:04","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"55265","12","GX","12","1","2023-11-22 16:47:25","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"55265","12","GY","12","1","2023-11-22 16:47:25","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"55354","35","CG","11","1","2023-06-05 13:31:53","POLICY CRITERIA APPLIED"
"55354","35","KX","11","1","2023-06-05 13:31:53","REQUIREMENTS SPECIFIED IN THE MEDICAL POLICY HAVE BEEN MET"
"55596","12","GX","12","1","2023-11-22 18:55:46","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"55596","12","GY","12","1","2023-11-22 18:55:46","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"55601","12","GX","12","1","2023-11-22 18:56:05","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"55601","12","GY","12","1","2023-11-22 18:56:05","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"55623","15","GX","12","1","2023-11-22 18:53:25","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"55623","15","GY","12","1","2023-11-22 18:53:25","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"55628","13","GX","12","1","2023-11-22 18:53:57","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"55628","13","GY","12","1","2023-11-22 18:53:57","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"55709","11","GX","12","1","2024-04-16 15:08:03","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"55754","22","52","12","1","2025-09-16 14:35:04.627000000","REDUCED SERVICES: UNDER CERTAIN CIRCUMSTANCES A SERVICE OR PROCEDURE IS PARTIALLY REDUCED OR ELIMINATED AT THE PHYSICIAN'S DISCRETION. UNDER THESE CIRCUMSTANCES THE SERVICE PROVIDED CAN BE IDENTIFIED BY ITS USUAL PROCEDURE NUMBER AND THE ADDITION OF THE MODIFIER -52, SIGNIFYING THAT THE SERVICE IS REDUCED. THIS PROVIDES A MEANS OF REPORTING REDUCED SERVICES WITHOUT DISTURBING THE IDENTIFICATION OF THE BASIC SERVICE. MODIFIER CODE 09952 MAY BE USED AS AN ALTERNATIVE TO MODIFIER -52. NOTE: FOR HOSPITAL OUTPATIENT REPORTING OF A PREVIOUSLY SCHEDULED PROCEDURE/SERVICE THAT IS PARTIALLY REDUCED OR CANCELLED AS A RESULT OF EXTENUATING CIRCUMSTANCES OR THOSE THAT THREATEN THE WELL-BEING OF THE PATIENT PRIOR TO OR AFTER ADMINISTRATION OF ANESTHESIA, SEE MODIFIERS -73 AND -74 (SEE MODIFIERS APPROVED FOR ASC HOSPITAL OUTPATIENT USE)."
"55769","14","GX","12","1","2025-10-06 18:48:48.950000000","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"55774","13","GY","14","1","2025-09-23 11:39:33.277000000","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"56071","23","GX","13","1","2025-10-06 18:48:48.890000000","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"56071","23","GY","13","1","2025-10-06 18:48:48.890000000","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"56157","17","25","15","1","2026-01-20 20:41:32","SIGNIFICANT, SEPARATELY IDENTIFIABLE EVALUATION AND MANAGEMENT SERVICE BY THE SAME PHYSICIAN ON THE SAME DAY OF THE PROCEDURE OR OTHER SERVICE: THE PHYSICIAN MAY NEED TO INDICATE THAT ON THE DAY A PROCEDURE OR SERVICE IDENTIFIED BY A CPTCODE WAS PERFORMED, THE PATIENT'S CONDITION REQUIRED A SIGNIFICANT, SEPARATELY IDENTIFIABLE E/M SERVICE ABOVE AND BEYOND THE OTHER SERVICE PROVIDED OR BEYOND THE USUAL PREOPERATIVE AND POSTOPERATIVE CARE ASSOCIATED WITH THE PROCEDURE THAT WAS PERFORMED. THE E/M SERVICE MAY BE PROMPTED BY THE SYMPTOM OR CONDITION FOR WHICH THE PROCEDURE AND/OR SERVICE WAS PROVIDED. AS SUCH, DIFFERENT DIAGNOSES ARE NOT REQUIRED FOR REPORTING OF THE E/M SERVICES ON THE SAME DATE. THIS CIRCUMSTANCE MAY BE REPORTED BY ADDING THE MODIFIER -25 TO THE APPROPRIATE LEVEL OF E/M SERVICE, OR THE SEPARATE FIVE DIGIT MODIFIER 09925 MAY BE USED. NOTE: THIS MODIFIER IS NOT USED TO REPORT AN E/M SERVICE THAT RESULTED IN A DECISION TO PERFORM SURGERY. SEE MODIFIER -57."
"56157","17","50","15","1","2026-01-20 20:41:32","BILATERAL PROCEDURE: UNLESS OTHERWISE IDENTIFIED IN THE LISTINGS, BILATERAL PROCEDURES THAT ARE PERFORMED AT THE SAME OPERATIVE SESSION SHOULD BE IDENTIFIED BY ADDING THE MODIFIER -50 TO THE APPROPRIATE FIVE DIGIT CODE OR BY USE OF THE SEPARATE FIVE DIGIT MODIFIER CODE 09950"
"56157","17","EJ","15","1","2026-01-20 20:41:32","SUBSEQUENT CLAIMS FOR A DEFINED COURSE OF THERAPY, E.G., EPO, SODIUM HYALURONATE, INFLIXIMAB"
"56157","17","JW","15","1","2026-01-20 20:41:32","DRUG AMOUNT DISCARDED/NOT ADMINISTERED TO ANY PATIENT"
"56157","17","LT","15","1","2026-01-20 20:41:32","LEFT SIDE (USED TO IDENTIFY PROCEDURES PERFORMED ON THE LEFT SIDE OF THE BODY)"
"56157","17","RT","15","1","2026-01-20 20:41:32","RIGHT SIDE (USED TO IDENTIFY PROCEDURES PERFORMED ON THE RIGHT SIDE OF THE BODY)"
"56159","22","CG","13","1","2025-02-21 19:47:22","POLICY CRITERIA APPLIED"
"56159","22","KX","13","1","2025-02-21 19:47:22","REQUIREMENTS SPECIFIED IN THE MEDICAL POLICY HAVE BEEN MET"
"56199","122","91","14","1","2025-09-15 19:25:10","REPEAT CLINICAL DIAGNOSTIC LABORATORY TEST: IN THE COURSE OF TREATMENT OF THE PATIENT, IT MAY BE NECESSARY TO REPEAT THE SAME LABORATORY TEST ON THE SAME DAY TO OBTAIN SUBSEQUENT (MULTIPLE) TEST RESULTS. UNDER THESE CIRCUMSTANCES, THE LABORATORY TEST PERFORMED CAN BE IDENTIFIED BY ITS USUAL PROCEDURE NUMBER AND THE ADDITION OF THE MODIFIER '-91'. NOTE: THIS MODIFIER MAY NOT BE USED WHEN TESTS ARE RERUN TO CONFIRM INITIAL RESULTS; DUE TO TESTING PROBLEMS WITH SPECIMENS OR EQUIPMENT; OR FOR ANY OTHER REASON WHEN A NORMAL, ONE-TIME, REPORTABLE RESULT IS ALL THAT IS REQUIRED. THIS MODIFIER MAY NOT BE USED WHEN OTHER CODE(S) DESCRIBE A SERIES OF TEST RESULTS (E.G., GLUCOSE TOLERANCE TESTS, EVOCATIVE/SUPPRESSION TESTING). THIS MODIFIER MAY ONLY BE USED FOR LABORATORY TEST(S) PERFORMED MORE THAN ONCE ON THE SAME DAY ON THE SAME PATIENT."
"56232","34","Q7","14","1","2025-09-17 16:31:13","ONE CLASS A FINDING"
"56232","34","Q8","14","1","2025-09-17 16:31:13","TWO CLASS B FINDINGS"
"56232","34","Q9","14","1","2025-09-17 16:31:13","ONE CLASS B AND TWO CLASS C FINDINGS"
"56346","22","25","14","1","2025-04-29 15:21:50","SIGNIFICANT, SEPARATELY IDENTIFIABLE EVALUATION AND MANAGEMENT SERVICE BY THE SAME PHYSICIAN ON THE SAME DAY OF THE PROCEDURE OR OTHER SERVICE: THE PHYSICIAN MAY NEED TO INDICATE THAT ON THE DAY A PROCEDURE OR SERVICE IDENTIFIED BY A CPTCODE WAS PERFORMED, THE PATIENT'S CONDITION REQUIRED A SIGNIFICANT, SEPARATELY IDENTIFIABLE E/M SERVICE ABOVE AND BEYOND THE OTHER SERVICE PROVIDED OR BEYOND THE USUAL PREOPERATIVE AND POSTOPERATIVE CARE ASSOCIATED WITH THE PROCEDURE THAT WAS PERFORMED. THE E/M SERVICE MAY BE PROMPTED BY THE SYMPTOM OR CONDITION FOR WHICH THE PROCEDURE AND/OR SERVICE WAS PROVIDED. AS SUCH, DIFFERENT DIAGNOSES ARE NOT REQUIRED FOR REPORTING OF THE E/M SERVICES ON THE SAME DATE. THIS CIRCUMSTANCE MAY BE REPORTED BY ADDING THE MODIFIER -25 TO THE APPROPRIATE LEVEL OF E/M SERVICE, OR THE SEPARATE FIVE DIGIT MODIFIER 09925 MAY BE USED. NOTE: THIS MODIFIER IS NOT USED TO REPORT AN E/M SERVICE THAT RESULTED IN A DECISION TO PERFORM SURGERY. SEE MODIFIER -57."
"56384","7","KX","1","1","2019-10-08 18:32:41","REQUIREMENTS SPECIFIED IN THE MEDICAL POLICY HAVE BEEN MET"
"56394","27","KX","13","1","2025-01-23 15:03:39","REQUIREMENTS SPECIFIED IN THE MEDICAL POLICY HAVE BEEN MET"
"56419","20","GA","11","1","2023-04-10 13:11:15","WAIVER OF LIABILITY STATEMENT ISSUED AS REQUIRED BY PAYER POLICY, INDIVIDUAL CASE"
"56419","20","GX","11","1","2023-04-10 13:11:15","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"56419","20","GY","11","1","2023-04-10 13:11:15","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"56419","20","GZ","11","1","2023-04-10 13:11:15","ITEM OR SERVICE EXPECTED TO BE DENIED AS NOT REASONABLE AND NECESSARY"
"56462","30","EA","13","1","2025-02-25 17:23:48","ERYTHROPOETIC STIMULATING AGENT (ESA) ADMINISTERED TO TREAT ANEMIA DUE TO ANTI-CANCER CHEMOTHERAPY"
"56462","30","EB","13","1","2025-02-25 17:23:48","ERYTHROPOETIC STIMULATING AGENT (ESA) ADMINISTERED TO TREAT ANEMIA DUE TO ANTI-CANCER RADIOTHERAPY"
"56462","30","EC","13","1","2025-02-25 17:23:48","ERYTHROPOETIC STIMULATING AGENT (ESA) ADMINISTERED TO TREAT ANEMIA NOT DUE TO ANTI-CANCER RADIOTHERAPY OR ANTI-CANCER CHEMOTHERAPY"
"56462","30","ED","13","1","2025-02-25 17:23:48","HEMATOCRIT LEVEL HAS EXCEEDED 39% (OR HEMOGLOBIN LEVEL HAS EXCEEDED 13.0 G/DL) FOR 3 OR MORE CONSECUTIVE BILLING CYCLES IMMEDIATELY PRIOR TO AND INCLUDING THE CURRENT CYCLE"
"56462","30","EE","13","1","2025-02-25 17:23:48","HEMATOCRIT LEVEL HAS NOT EXCEEDED 39% (OR HEMOGLOBIN LEVEL HAS NOT EXCEEDED 13.0 G/DL) FOR 3 OR MORE CONSECUTIVE BILLING CYCLES IMMEDIATELY PRIOR TO AND INCLUDING THE CURRENT CYCLE"
"56465","15","GX","14","1","2025-03-18 15:40:35","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"56465","15","GY","14","1","2025-03-18 15:40:35","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"56497","20","52","6","1","2021-02-09 13:54:19","REDUCED SERVICES: UNDER CERTAIN CIRCUMSTANCES A SERVICE OR PROCEDURE IS PARTIALLY REDUCED OR ELIMINATED AT THE PHYSICIAN'S DISCRETION. UNDER THESE CIRCUMSTANCES THE SERVICE PROVIDED CAN BE IDENTIFIED BY ITS USUAL PROCEDURE NUMBER AND THE ADDITION OF THE MODIFIER -52, SIGNIFYING THAT THE SERVICE IS REDUCED. THIS PROVIDES A MEANS OF REPORTING REDUCED SERVICES WITHOUT DISTURBING THE IDENTIFICATION OF THE BASIC SERVICE. MODIFIER CODE 09952 MAY BE USED AS AN ALTERNATIVE TO MODIFIER -52. NOTE: FOR HOSPITAL OUTPATIENT REPORTING OF A PREVIOUSLY SCHEDULED PROCEDURE/SERVICE THAT IS PARTIALLY REDUCED OR CANCELLED AS A RESULT OF EXTENUATING CIRCUMSTANCES OR THOSE THAT THREATEN THE WELL-BEING OF THE PATIENT PRIOR TO OR AFTER ADMINISTRATION OF ANESTHESIA, SEE MODIFIERS -73 AND -74 (SEE MODIFIERS APPROVED FOR ASC HOSPITAL OUTPATIENT USE)."
"56616","11","AT","13","1","2024-12-13 15:16:30","ACUTE TREATMENT (THIS MODIFIER SHOULD BE USED WHEN REPORTING SERVICE 98940, 98941, 98942)"
"56670","58","50","12","1","2024-09-13 13:11:16","BILATERAL PROCEDURE: UNLESS OTHERWISE IDENTIFIED IN THE LISTINGS, BILATERAL PROCEDURES THAT ARE PERFORMED AT THE SAME OPERATIVE SESSION SHOULD BE IDENTIFIED BY ADDING THE MODIFIER -50 TO THE APPROPRIATE FIVE DIGIT CODE OR BY USE OF THE SEPARATE FIVE DIGIT MODIFIER CODE 09950"
"56670","58","KX","12","1","2024-09-13 13:11:16","REQUIREMENTS SPECIFIED IN THE MEDICAL POLICY HAVE BEEN MET"
"56670","58","LT","12","1","2024-09-13 13:11:16","LEFT SIDE (USED TO IDENTIFY PROCEDURES PERFORMED ON THE LEFT SIDE OF THE BODY)"
"56670","58","RT","12","1","2024-09-13 13:11:16","RIGHT SIDE (USED TO IDENTIFY PROCEDURES PERFORMED ON THE RIGHT SIDE OF THE BODY)"
"56680","44","Q7","14","1","2025-10-24 13:18:45","ONE CLASS A FINDING"
"56680","44","Q8","14","1","2025-10-24 13:18:45","TWO CLASS B FINDINGS"
"56680","44","Q9","14","1","2025-10-24 13:18:45","ONE CLASS B AND TWO CLASS C FINDINGS"
"56695","24","JW","14","1","2025-08-25 13:18:53","DRUG AMOUNT DISCARDED/NOT ADMINISTERED TO ANY PATIENT"
"56695","24","KD","14","1","2025-08-25 13:18:53","DRUG OR BIOLOGICAL INFUSED THROUGH DME"
"56732","15","59","12","1","2023-12-20 18:54:09","DISTINCT PROCEDURAL SERVICE: UNDER CERTAIN CIRCUMSTANCES, THE PHYSICIAN MAY NEED TO INDICATE THAT A PROCEDURE OR SERVICE WAS DISTINCT OR INDEPENDENT FROM OTHER SERVICES PERFORMED ON THE SAME DAY. MODIFIER -59 IS USED TO IDENTIFY PROCEDURES/SERVICES THAT ARE NOT NORMALLY REPORTED TOGETHER, BUT ARE APPROPRIATE UNDER THE CIRCUMSTANCES. THIS MAY REPRESENT A DIFFERENT SESSION OR PATIENT ENCOUNTER, DIFFERENT PROCEDURE OR SURGERY, DIFFERNET SITE OR ORGAN SYSTEM, SEPARATE INCISION/EXCISION, SEPARATE LESION, OR SEPARATE INJURY (OR AREA OF INJURY IN EXTENSIVE INJURIES) NOT ORDINARILY ENCOUNTERED OR PERFORMED ON THE SAME DAY BY THE SAME PHYSICIAN. HOWEVER, WHAN ANOTHER ALREADY ESTABLISHED MODIFIER IS APPROPRIATE IT SHOULD BE USED RATHER THAN MODIFIER -59. ONLY IF NO MORE DESCRIPTIVE MODIFIER IS AVAILABLE, AND THE USE OF MODIFIER -59 BEST EXPLAINS THE CIRCUMSTANCES, SHOULD MODIFIER -59 BE USED. MODIFIER CODE 09959 MAY BE USED AS AN ALTERNATE TO MODIFIER -59."
"56795","34","EA","14","1","2025-04-23 19:27:45","ERYTHROPOIETIC STIMULATING AGENT (ESA) ADMINISTERED TO TREAT ANEMIA DUE TO ANTI-CANCER CHEMOTHERAPY"
"56795","34","EB","14","1","2025-04-23 19:27:45","ERYTHROPOIETIC STIMULATING AGENT (ESA) ADMINISTERED TO TREAT ANEMIA DUE TO ANTI-CANCER RADIOTHERAPY"
"56795","34","EC","14","1","2025-04-23 19:27:45","ERYTHROPOIETIC STIMULATING AGENT (ESA) ADMINISTERED TO TREAT ANEMIA NOT DUE TO ANTI-CANCER RADIOTHERAPY OR ANTI-CANCER CHEMOTHERAPY"
"56795","34","JA","14","1","2025-04-23 19:27:45","ADMINISTERED INTRAVENOUSLY"
"56795","34","JB","14","1","2025-04-23 19:27:45","ADMINISTERED SUBCUTANEOUSLY"
"56795","34","JE","14","1","2025-04-23 19:27:45","ADMINISTERED VIA DIALYSATE"
"56825","20","59","14","1","2025-08-14 15:48:46","DISTINCT PROCEDURAL SERVICE: UNDER CERTAIN CIRCUMSTANCES, THE PHYSICIAN MAY NEED TO INDICATE THAT A PROCEDURE OR SERVICE WAS DISTINCT OR INDEPENDENT FROM OTHER SERVICES PERFORMED ON THE SAME DAY. MODIFIER -59 IS USED TO IDENTIFY PROCEDURES/SERVICES THAT ARE NOT NORMALLY REPORTED TOGETHER, BUT ARE APPROPRIATE UNDER THE CIRCUMSTANCES. THIS MAY REPRESENT A DIFFERENT SESSION OR PATIENT ENCOUNTER, DIFFERENT PROCEDURE OR SURGERY, DIFFERNET SITE OR ORGAN SYSTEM, SEPARATE INCISION/EXCISION, SEPARATE LESION, OR SEPARATE INJURY (OR AREA OF INJURY IN EXTENSIVE INJURIES) NOT ORDINARILY ENCOUNTERED OR PERFORMED ON THE SAME DAY BY THE SAME PHYSICIAN. HOWEVER, WHAN ANOTHER ALREADY ESTABLISHED MODIFIER IS APPROPRIATE IT SHOULD BE USED RATHER THAN MODIFIER -59. ONLY IF NO MORE DESCRIPTIVE MODIFIER IS AVAILABLE, AND THE USE OF MODIFIER -59 BEST EXPLAINS THE CIRCUMSTANCES, SHOULD MODIFIER -59 BE USED. MODIFIER CODE 09959 MAY BE USED AS AN ALTERNATE TO MODIFIER -59."
"56869","12","LT","13","1","2024-12-17 20:18:35","LEFT SIDE (USED TO IDENTIFY PROCEDURES PERFORMED ON THE LEFT SIDE OF THE BODY)"
"56869","12","RT","13","1","2024-12-17 20:18:35","RIGHT SIDE (USED TO IDENTIFY PROCEDURES PERFORMED ON THE RIGHT SIDE OF THE BODY)"
"56871","19","GX","13","1","2024-12-16 20:11:02","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"56871","19","GY","13","1","2024-12-16 20:11:02","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
"56872","10","GX","12","1","2023-07-21 15:01:18","NOTICE OF LIABILITY ISSUED, VOLUNTARY UNDER PAYER POLICY"
"56872","10","GY","12","1","2023-07-21 15:01:18","ITEM OR SERVICE STATUTORILY EXCLUDED, DOES NOT MEET THE DEFINITION OF ANY MEDICARE BENEFIT OR, FOR NON-MEDICARE INSURERS, IS NOT A CONTRACT BENEFIT"
