contractor_id,contractor_type_id,contractor_version,"contractor_bus_name","contractor_number",dmerc_rgn,"address1","address2","address3","city",state_id,"zipcode","phone","fax","status",last_updated,"url","email","ignore","status_flag","cmd_name","cmd_title",contractor_subtype_id
376,13,1,"Palmetto GBA","11401",9,"Attn: Medical Affairs, AG-275","PO Box 100238","","Columbia",48,"29202-3238","8556960705","","A",2022-01-06 18:31:26.410000000,"www.palmettogba.com","","","Y","Judy Volkar","MD, FACOG, MBA",1
377,13,1,"Palmetto GBA","11501",9,"Attn: Medical Affairs, AG-275","PO Box 100238","","Columbia",48,"29202-3238","8556960705","","A",2022-01-06 18:31:43.280000000,"www.palmettogba.com","","","Y","Judy Volkar","MD, FACOG, MBA",1
378,13,1,"Palmetto GBA","11202",9,"Attn: Medical Affairs, AG-275","PO Box 100238","","Columbia",48,"29202-3238","8556960705","","A",2019-03-26 13:27:42.607000000,"www.palmettogba.com","","","Y","Miguel Brito","MD, FCAP, FASCP",2
379,13,1,"Palmetto GBA","11302",9,"Attn: Medical Affairs, AG-275","PO Box 100238","","Columbia",48,"29202-3238","8556960705","","A",2019-03-26 13:28:36.590000000,"www.palmettogba.com","","","Y","Miguel Brito","MD, FCAP, FASCP",2
380,13,1,"Palmetto GBA","11402",9,"Attn: Medical Affairs, AG-275","PO Box 100238","","Columbia",48,"29202-3238","8556960705","","A",2019-03-26 13:29:19.040000000,"www.palmettogba.com","","","Y","Miguel Brito","MD, FCAP, FASCP",2
381,13,1,"Palmetto GBA","11502",9,"Attn: Medical Affairs, AG-275","PO Box 100238","","Columbia",48,"29202-3238","8556960705","","A",2019-03-26 13:30:08.760000000,"www.palmettogba.com","","","Y","Miguel Brito","MD, FCAP, FASCP",2
388,10,1,"CGS Administrators, LLC","17013",2,"26 Century Blvd","Ste ST610","","Nashville",50,"37214-3685","8665906727","","A",2023-04-03 21:16:47.217000000,"www.cgsmedicare.com/jb","","","Y","Sunil V. Lalla","MD, FACS, CPC",4
389,10,1,"Noridian Healthcare Solutions, LLC","16013",1,"PO Box 6727","900 42nd Street South","","Fargo",35,"58108-6727","8664199458","","A",2021-07-28 17:45:28.340000000,"https://med.noridianmedicare.com/web/jadme","","","Y","Smitha M. Ballyamanda","MD, CAQSM",4
391,12,1,"Palmetto GBA","10111",6,"Attn: Medical Affairs, AG -275","P.O. Box 100305","","Columbia",48,"29202-3305","8775677271","","A",2020-02-20 17:10:27.093000000,"www.palmettogba.com","","","Y","Jason Stroud","MD",1
392,12,1,"Palmetto GBA","10211",6,"Attn: Medical Affairs, AG -275","P.O. Box 100305","","Columbia",48,"29202-3305","8775677271","","A",2020-02-20 17:11:04.067000000,"www.palmettogba.com","","","Y","Jason Stroud","MD",1
393,12,1,"Palmetto GBA","10311",6,"Attn: Medical Affairs, AG -275","P.O. Box 100305","","Columbia",48,"29202-3305","8775677271","","A",2020-02-20 17:11:30.040000000,"www.palmettogba.com","","","Y","Jason Stroud","MD",1
394,12,1,"Palmetto GBA","10112",6,"Attn: Medical Affairs, AG -275","P.O. Box 100305","","Columbia",48,"29202-3305","8775677271","","A",2022-01-06 18:27:55.663000000,"www.palmettogba.com","","","Y","Lisa Banker","MD, CPE, FACP, CCS, CCDS",2
395,12,1,"Palmetto GBA","10212",6,"Attn: Medical Affairs, AG -275","P.O. Box 100305","","Columbia",48,"29202-3305","8775677271","","A",2022-01-06 18:28:28.337000000,"www.palmettogba.com","","","Y","Lisa Banker","MD, CPE, FACP, CCS, CCDS",2
396,12,1,"Palmetto GBA","10312",6,"Attn: Medical Affairs, AG -275","P.O. Box 100305","","Columbia",48,"29202-3305","8775677271","","A",2022-01-06 18:29:03.537000000,"www.palmettogba.com","","","Y","Lisa Banker","MD, CPE, FACP, CCS, CCDS",2
